img_path,img_name,NoDamage,Crack,Efflorescence,Rust,Spalling,BarsExposed,CLASSES_STRING,CLASSES_N,split_type,name
dacl1k/dacl1k/v1/14_001379.jpg,14_001379.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/06_000317.jpg,06_000317.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001882.jpg,14_001882.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/16_000311.jpg,16_000311.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001526.jpg,14_001526.jpg,0,1,0,0,1,0,CS,2,train,dacl1k
dacl1k/dacl1k/v1/16_000240.jpg,16_000240.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000244.jpg,06_000244.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/16_000070.jpg,16_000070.jpg,0,0,0,1,0,1,BR,2,train,dacl1k
dacl1k/dacl1k/v1/06_000482.jpg,06_000482.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/17_000075.jpg,17_000075.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/16_000157.jpg,16_000157.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000425.jpg,06_000425.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/14_001703.jpg,14_001703.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000470.jpg,06_000470.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/17_000008.jpg,17_000008.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/06_000476.jpg,06_000476.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_001786.jpg,14_001786.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/17_000052.jpg,17_000052.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001881.jpg,14_001881.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001748.jpg,14_001748.jpg,0,1,0,0,1,0,CS,2,train,dacl1k
dacl1k/dacl1k/v1/06_000060.jpg,06_000060.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001125.jpg,14_001125.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001136.jpg,14_001136.jpg,0,1,0,0,1,0,CS,2,train,dacl1k
dacl1k/dacl1k/v1/14_001346.jpg,14_001346.jpg,0,1,0,0,1,0,CS,2,train,dacl1k
dacl1k/dacl1k/v1/16_000096.jpg,16_000096.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001630.jpg,14_001630.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001142.jpg,14_001142.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001595.jpg,14_001595.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001991.jpg,14_001991.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001439.jpg,14_001439.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001452.jpg,14_001452.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_000112.jpg,14_000112.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_000130.jpg,14_000130.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001706.jpg,14_001706.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/17_000076.jpg,17_000076.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001101.jpg,14_001101.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001568.jpg,14_001568.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/06_000298.jpg,06_000298.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/16_000002.jpg,16_000002.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/06_000376.jpg,06_000376.jpg,0,0,1,1,1,1,BESR,4,train,dacl1k
dacl1k/dacl1k/v1/16_000032.jpg,16_000032.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/17_000043.jpg,17_000043.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/06_000347.jpg,06_000347.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/16_000197.jpg,16_000197.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000371.jpg,06_000371.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/06_000434.jpg,06_000434.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/06_000180.jpg,06_000180.jpg,0,1,0,1,0,0,CR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001900.jpg,14_001900.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001256.jpg,14_001256.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001542.jpg,14_001542.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001572.jpg,14_001572.jpg,0,1,0,1,0,0,CR,2,train,dacl1k
dacl1k/dacl1k/v1/16_000313.jpg,16_000313.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001773.jpg,14_001773.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001442.jpg,14_001442.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001445.jpg,14_001445.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/06_000390.jpg,06_000390.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/14_001862.jpg,14_001862.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001327.jpg,14_001327.jpg,0,0,1,0,1,0,ES,2,train,dacl1k
dacl1k/dacl1k/v1/06_000096.jpg,06_000096.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/06_000216.jpg,06_000216.jpg,0,1,1,1,0,0,CER,3,train,dacl1k
dacl1k/dacl1k/v1/16_000178.jpg,16_000178.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001687.jpg,14_001687.jpg,0,1,0,1,0,0,CR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001479.jpg,14_001479.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001555.jpg,14_001555.jpg,0,0,1,1,0,0,ER,2,train,dacl1k
dacl1k/dacl1k/v1/14_001215.jpg,14_001215.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/16_000149.jpg,16_000149.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_000158.jpg,14_000158.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001901.jpg,14_001901.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000366.jpg,06_000366.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/06_000378.jpg,06_000378.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/06_000092.jpg,06_000092.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_001435.jpg,14_001435.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001446.jpg,14_001446.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001048.jpg,14_001048.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001487.jpg,14_001487.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/06_000205.jpg,06_000205.jpg,0,0,1,1,0,0,ER,2,train,dacl1k
dacl1k/dacl1k/v1/16_000137.jpg,16_000137.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_000139.jpg,14_000139.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001272.jpg,14_001272.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_000097.jpg,14_000097.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001337.jpg,14_001337.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/06_000063.jpg,06_000063.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001605.jpg,14_001605.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_000106.jpg,14_000106.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001177.jpg,14_001177.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/16_000077.jpg,16_000077.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/14_000073.jpg,14_000073.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001397.jpg,14_001397.jpg,0,0,1,1,0,0,ER,2,train,dacl1k
dacl1k/dacl1k/v1/14_001607.jpg,14_001607.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/16_000179.jpg,16_000179.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/16_000339.jpg,16_000339.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000155.jpg,06_000155.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001892.jpg,14_001892.jpg,0,1,0,1,0,0,CR,2,train,dacl1k
dacl1k/dacl1k/v1/16_000341.jpg,16_000341.jpg,0,0,1,1,1,1,BESR,4,train,dacl1k
dacl1k/dacl1k/v1/14_000007.jpg,14_000007.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001382.jpg,14_001382.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001983.jpg,14_001983.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/16_000338.jpg,16_000338.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001681.jpg,14_001681.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000222.jpg,06_000222.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_000071.jpg,14_000071.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001741.jpg,14_001741.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_000160.jpg,14_000160.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001178.jpg,14_001178.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/06_000432.jpg,06_000432.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/06_000144.jpg,06_000144.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_000128.jpg,14_000128.jpg,0,0,0,1,0,1,BR,2,train,dacl1k
dacl1k/dacl1k/v1/06_000220.jpg,06_000220.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/06_000310.jpg,06_000310.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/17_000081.jpg,17_000081.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001492.jpg,14_001492.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001721.jpg,14_001721.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000142.jpg,06_000142.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_001517.jpg,14_001517.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/06_000477.jpg,06_000477.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/16_000205.jpg,16_000205.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/16_000278.jpg,16_000278.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000202.jpg,06_000202.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/17_000015.jpg,17_000015.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001959.jpg,14_001959.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001627.jpg,14_001627.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/06_000056.jpg,06_000056.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_000197.jpg,14_000197.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001316.jpg,14_001316.jpg,0,1,0,0,1,0,CS,2,train,dacl1k
dacl1k/dacl1k/v1/06_000218.jpg,06_000218.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001329.jpg,14_001329.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/06_000174.jpg,06_000174.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/16_000106.jpg,16_000106.jpg,0,0,0,1,0,1,BR,2,train,dacl1k
dacl1k/dacl1k/v1/14_000076.jpg,14_000076.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/06_000437.jpg,06_000437.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/14_000023.jpg,14_000023.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001361.jpg,14_001361.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/16_000026.jpg,16_000026.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000231.jpg,06_000231.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000472.jpg,06_000472.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_001190.jpg,14_001190.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001161.jpg,14_001161.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001420.jpg,14_001420.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_000174.jpg,14_000174.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001172.jpg,14_001172.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001979.jpg,14_001979.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001119.jpg,14_001119.jpg,0,0,1,1,1,1,BESR,4,train,dacl1k
dacl1k/dacl1k/v1/17_000053.jpg,17_000053.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_000099.jpg,14_000099.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001415.jpg,14_001415.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001751.jpg,14_001751.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001388.jpg,14_001388.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001277.jpg,14_001277.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/06_000006.jpg,06_000006.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_000184.jpg,14_000184.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_000018.jpg,14_000018.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/16_000260.jpg,16_000260.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000143.jpg,06_000143.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/14_001330.jpg,14_001330.jpg,0,0,1,0,1,0,ES,2,train,dacl1k
dacl1k/dacl1k/v1/14_001550.jpg,14_001550.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/17_000024.jpg,17_000024.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/16_000280.jpg,16_000280.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001143.jpg,14_001143.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001204.jpg,14_001204.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/17_000023.jpg,17_000023.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001461.jpg,14_001461.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001969.jpg,14_001969.jpg,0,0,0,1,0,1,BR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001728.jpg,14_001728.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_000017.jpg,14_000017.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/16_000100.jpg,16_000100.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000198.jpg,06_000198.jpg,0,0,1,0,0,0,E,1,train,dacl1k
