img_name,img_path,name,split_type,NoDamage,Crack,Efflorescence,Spalling,BarsExposed,Rust,CLASSES_STRING,CLASSES_N
image_0001051_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0001051_crop_0000001.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000332_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0000332_crop_0000001.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000987_crop_0000032.png,codebrim-classif/classification_dataset/train/defects/image_0000987_crop_0000032.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001459_crop_0000003.png,codebrim-classif/classification_dataset/train/defects/image_0001459_crop_0000003.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001581_crop_0000009.png,codebrim-classif/classification_dataset/train/defects/image_0001581_crop_0000009.png,codebrim-classif,train,0,0,0,0,1,0,B,1
image_0001115_crop_0000012.png,codebrim-classif/classification_dataset/train/defects/image_0001115_crop_0000012.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001180_crop_0000009.png,codebrim-classif/classification_dataset/train/defects/image_0001180_crop_0000009.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0000005_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0000005_crop_0000001.png,codebrim-classif,train,0,0,1,0,0,1,ER,2
image_0001453_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0001453_crop_0000001.png,codebrim-classif,train,0,0,0,1,1,0,SB,2
image_0001233_crop_0000015.png,codebrim-classif/classification_dataset/train/defects/image_0001233_crop_0000015.png,codebrim-classif,train,0,0,1,0,0,0,E,1
image_0001218_crop_0000021.png,codebrim-classif/classification_dataset/train/defects/image_0001218_crop_0000021.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000658_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0000658_crop_0000005.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000987_crop_0000027.png,codebrim-classif/classification_dataset/train/defects/image_0000987_crop_0000027.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001165_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0001165_crop_0000005.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001558_crop_0000012.png,codebrim-classif/classification_dataset/train/defects/image_0001558_crop_0000012.png,codebrim-classif,train,0,0,0,1,0,1,SR,2
image_0001444_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0001444_crop_0000005.png,codebrim-classif,train,0,0,0,0,1,0,B,1
image_0001234_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0001234_crop_0000002.png,codebrim-classif,train,0,0,0,0,0,1,R,1
image_0001204_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0001204_crop_0000002.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001140_crop_0000003.png,codebrim-classif/classification_dataset/train/defects/image_0001140_crop_0000003.png,codebrim-classif,train,0,0,1,0,0,0,E,1
image_0001189_crop_0000008.png,codebrim-classif/classification_dataset/train/defects/image_0001189_crop_0000008.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000587_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0000587_crop_0000002.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001299_crop_0000006.png,codebrim-classif/classification_dataset/train/defects/image_0001299_crop_0000006.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001273_crop_0000006.png,codebrim-classif/classification_dataset/train/defects/image_0001273_crop_0000006.png,codebrim-classif,train,0,0,1,1,0,0,ES,2
image_0000657_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0000657_crop_0000001.png,codebrim-classif,train,0,1,0,0,0,1,CR,2
image_0000723_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0000723_crop_0000005.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000500_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0000500_crop_0000005.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0000557_crop_0000011.png,codebrim-classif/classification_dataset/train/defects/image_0000557_crop_0000011.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001566_crop_0000016.png,codebrim-classif/classification_dataset/train/defects/image_0001566_crop_0000016.png,codebrim-classif,train,0,0,0,0,0,1,R,1
image_0000706_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0000706_crop_0000002.png,codebrim-classif,train,0,0,0,1,0,0,S,1
image_0001333_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0001333_crop_0000001.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000525_crop_0000006.png,codebrim-classif/classification_dataset/train/defects/image_0000525_crop_0000006.png,codebrim-classif,train,0,0,1,0,0,0,E,1
image_0000265_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0000265_crop_0000001.png,codebrim-classif,train,0,1,0,1,0,1,CSR,3
image_0000483_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0000483_crop_0000002.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0000820_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0000820_crop_0000001.png,codebrim-classif,train,0,0,0,1,1,0,SB,2
image_0000579_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0000579_crop_0000002.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001341_crop_0000007.png,codebrim-classif/classification_dataset/train/defects/image_0001341_crop_0000007.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001321_crop_0000004.png,codebrim-classif/classification_dataset/train/defects/image_0001321_crop_0000004.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001091_crop_0000003.png,codebrim-classif/classification_dataset/train/defects/image_0001091_crop_0000003.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001083_crop_0000011.png,codebrim-classif/classification_dataset/train/defects/image_0001083_crop_0000011.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001140_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0001140_crop_0000005.png,codebrim-classif,train,0,1,1,0,0,0,CE,2
image_0000648_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0000648_crop_0000002.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001370_crop_0000010.png,codebrim-classif/classification_dataset/train/defects/image_0001370_crop_0000010.png,codebrim-classif,train,0,0,0,1,1,0,SB,2
image_0000705_crop_0000008.png,codebrim-classif/classification_dataset/train/defects/image_0000705_crop_0000008.png,codebrim-classif,train,0,0,1,1,0,0,ES,2
image_0001235_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0001235_crop_0000002.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001152_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0001152_crop_0000005.png,codebrim-classif,train,0,0,0,1,0,1,SR,2
image_0001591_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0001591_crop_0000001.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001507_crop_0000007.png,codebrim-classif/classification_dataset/train/defects/image_0001507_crop_0000007.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001160_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0001160_crop_0000002.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000318_crop_0000006.png,codebrim-classif/classification_dataset/train/defects/image_0000318_crop_0000006.png,codebrim-classif,train,0,0,0,0,0,1,R,1
image_0001299_crop_0000010.png,codebrim-classif/classification_dataset/train/defects/image_0001299_crop_0000010.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001415_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0001415_crop_0000005.png,codebrim-classif,train,0,1,0,1,1,1,CSBR,4
image_0001152_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0001152_crop_0000001.png,codebrim-classif,train,0,0,0,0,0,0,,0
image_0001520_crop_0000007.png,codebrim-classif/classification_dataset/train/defects/image_0001520_crop_0000007.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000692_crop_0000010.png,codebrim-classif/classification_dataset/train/defects/image_0000692_crop_0000010.png,codebrim-classif,train,0,0,1,0,0,0,E,1
image_0001558_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0001558_crop_0000002.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0000701_crop_0000006.png,codebrim-classif/classification_dataset/train/defects/image_0000701_crop_0000006.png,codebrim-classif,train,0,1,1,0,0,0,CE,2
image_0001475_crop_0000009.png,codebrim-classif/classification_dataset/train/defects/image_0001475_crop_0000009.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001357_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0001357_crop_0000002.png,codebrim-classif,train,0,0,0,0,0,1,R,1
image_0001488_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0001488_crop_0000002.png,codebrim-classif,train,0,0,0,0,1,0,B,1
image_0001266_crop_0000009.png,codebrim-classif/classification_dataset/train/defects/image_0001266_crop_0000009.png,codebrim-classif,train,0,0,0,0,0,1,R,1
image_0001091_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0001091_crop_0000005.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001121_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0001121_crop_0000002.png,codebrim-classif,train,0,0,0,1,1,0,SB,2
image_0001122_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0001122_crop_0000001.png,codebrim-classif,train,0,0,0,1,1,0,SB,2
image_0001324_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0001324_crop_0000005.png,codebrim-classif,train,0,1,0,1,0,0,CS,2
image_0001120_crop_0000007.png,codebrim-classif/classification_dataset/train/defects/image_0001120_crop_0000007.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001200_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0001200_crop_0000005.png,codebrim-classif,train,0,0,0,1,1,0,SB,2
image_0001439_crop_0000009.png,codebrim-classif/classification_dataset/train/defects/image_0001439_crop_0000009.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0000769_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0000769_crop_0000001.png,codebrim-classif,train,0,1,1,0,0,1,CER,3
image_0001161_crop_0000010.png,codebrim-classif/classification_dataset/train/defects/image_0001161_crop_0000010.png,codebrim-classif,train,0,0,0,1,1,0,SB,2
image_0001569_crop_0000007.png,codebrim-classif/classification_dataset/train/defects/image_0001569_crop_0000007.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001254_crop_0000009.png,codebrim-classif/classification_dataset/train/defects/image_0001254_crop_0000009.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001555_crop_0000006.png,codebrim-classif/classification_dataset/train/defects/image_0001555_crop_0000006.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000423_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0000423_crop_0000002.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001022_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0001022_crop_0000002.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001259_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0001259_crop_0000001.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001362_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0001362_crop_0000001.png,codebrim-classif,train,0,0,1,1,0,0,ES,2
image_0000211_crop_0000007.png,codebrim-classif/classification_dataset/train/defects/image_0000211_crop_0000007.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001267_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0001267_crop_0000002.png,codebrim-classif,train,0,0,0,0,0,1,R,1
image_0001235_crop_0000020.png,codebrim-classif/classification_dataset/train/defects/image_0001235_crop_0000020.png,codebrim-classif,train,0,0,0,1,0,0,S,1
image_0001433_crop_0000006.png,codebrim-classif/classification_dataset/train/defects/image_0001433_crop_0000006.png,codebrim-classif,train,0,0,0,1,0,1,SR,2
image_0001092_crop_0000003.png,codebrim-classif/classification_dataset/train/defects/image_0001092_crop_0000003.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000545_crop_0000004.png,codebrim-classif/classification_dataset/train/defects/image_0000545_crop_0000004.png,codebrim-classif,train,0,0,0,0,0,1,R,1
image_0000712_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0000712_crop_0000005.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001071_crop_0000004.png,codebrim-classif/classification_dataset/train/defects/image_0001071_crop_0000004.png,codebrim-classif,train,0,1,0,1,1,1,CSBR,4
image_0001447_crop_0000004.png,codebrim-classif/classification_dataset/train/defects/image_0001447_crop_0000004.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000261_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0000261_crop_0000001.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001103_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0001103_crop_0000005.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0001418_crop_0000009.png,codebrim-classif/classification_dataset/train/defects/image_0001418_crop_0000009.png,codebrim-classif,train,0,0,1,0,0,0,E,1
image_0001414_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0001414_crop_0000001.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001080_crop_0000003.png,codebrim-classif/classification_dataset/train/defects/image_0001080_crop_0000003.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000538_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0000538_crop_0000001.png,codebrim-classif,train,0,1,0,1,1,1,CSBR,4
image_0001338_crop_0000003.png,codebrim-classif/classification_dataset/train/defects/image_0001338_crop_0000003.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001433_crop_0000004.png,codebrim-classif/classification_dataset/train/defects/image_0001433_crop_0000004.png,codebrim-classif,train,0,0,0,1,1,0,SB,2
image_0000557_crop_0000017.png,codebrim-classif/classification_dataset/train/defects/image_0000557_crop_0000017.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001070_crop_0000005.png,codebrim-classif/classification_dataset/train/defects/image_0001070_crop_0000005.png,codebrim-classif,train,0,0,0,0,1,0,B,1
image_0000418_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0000418_crop_0000001.png,codebrim-classif,train,0,0,1,0,0,0,E,1
image_0000695_crop_0000002.png,codebrim-classif/classification_dataset/train/defects/image_0000695_crop_0000002.png,codebrim-classif,train,0,0,0,1,1,1,SBR,3
image_0001059_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0001059_crop_0000001.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000520_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0000520_crop_0000001.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000272_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0000272_crop_0000001.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000290_crop_0000004.png,codebrim-classif/classification_dataset/train/defects/image_0000290_crop_0000004.png,codebrim-classif,train,0,0,1,0,0,1,ER,2
image_0001302_crop_0000003.png,codebrim-classif/classification_dataset/train/defects/image_0001302_crop_0000003.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000281_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0000281_crop_0000001.png,codebrim-classif,train,0,1,0,0,0,0,C,1
image_0000571_crop_0000001.png,codebrim-classif/classification_dataset/train/defects/image_0000571_crop_0000001.png,codebrim-classif,train,0,0,1,0,0,0,E,1
image_0000774_crop_0000003.png,codebrim-classif/classification_dataset/train/defects/image_0000774_crop_0000003.png,codebrim-classif,train,0,1,0,0,0,0,C,1
