img_name,Background,Crack,Spallation,Efflorescence,ExposedBars,CorrosionStain,img_path,split_type,type,class_count
image_0000004_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000004_crop_0000004.png,train,background,1
image_0000004_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000004_crop_0000005.png,train,background,1
image_0000005_crop_0000001.png,0,0,0,1,0,1,codebrim-classif-balanced/classification_dataset_balanced/train/defects/image_0000005_crop_0000001.png,train,defects,2
image_0000005_crop_0000002_copy01.png,0,0,0,1,0,1,codebrim-classif-balanced/classification_dataset_balanced/train/defects/image_0000005_crop_0000002_copy01.png,train,defects,2
image_0000005_crop_0000002_copy02.png,0,0,0,1,0,1,codebrim-classif-balanced/classification_dataset_balanced/train/defects/image_0000005_crop_0000002_copy02.png,train,defects,2
image_0000006_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000006_crop_0000001.png,train,background,1
image_0000006_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000006_crop_0000002.png,train,background,1
image_0000006_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000006_crop_0000003.png,train,background,1
image_0000006_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000006_crop_0000004.png,train,background,1
image_0000006_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000006_crop_0000005.png,train,background,1
image_0000007_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000007_crop_0000001.png,train,background,1
image_0000007_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000007_crop_0000002.png,train,background,1
image_0000007_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000007_crop_0000003.png,train,background,1
image_0000007_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000007_crop_0000004.png,train,background,1
image_0000007_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000007_crop_0000005.png,train,background,1
image_0000008_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000008_crop_0000001.png,train,background,1
image_0000008_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000008_crop_0000002.png,train,background,1
image_0000008_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000008_crop_0000003.png,train,background,1
image_0000008_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000008_crop_0000004.png,train,background,1
image_0000008_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000008_crop_0000005.png,train,background,1
image_0000009_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000009_crop_0000001.png,train,background,1
image_0000009_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000009_crop_0000002.png,train,background,1
image_0000009_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000009_crop_0000003.png,train,background,1
image_0000009_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000009_crop_0000004.png,train,background,1
image_0000009_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000009_crop_0000005.png,train,background,1
image_0000010_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000010_crop_0000001.png,train,background,1
image_0000010_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000010_crop_0000002.png,train,background,1
image_0000010_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000010_crop_0000003.png,train,background,1
image_0000010_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000010_crop_0000004.png,train,background,1
image_0000010_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000010_crop_0000005.png,train,background,1
image_0000011_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000011_crop_0000001.png,train,background,1
image_0000011_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000011_crop_0000002.png,train,background,1
image_0000011_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000011_crop_0000003.png,train,background,1
image_0000011_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000011_crop_0000004.png,train,background,1
image_0000011_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000011_crop_0000005.png,train,background,1
image_0000012_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000012_crop_0000001.png,train,background,1
image_0000012_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000012_crop_0000002.png,train,background,1
image_0000012_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000012_crop_0000003.png,train,background,1
image_0000012_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000012_crop_0000004.png,train,background,1
image_0000012_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000012_crop_0000005.png,train,background,1
image_0000013_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000013_crop_0000001.png,train,background,1
image_0000013_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000013_crop_0000002.png,train,background,1
image_0000013_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000013_crop_0000003.png,train,background,1
image_0000013_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000013_crop_0000004.png,train,background,1
image_0000013_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000013_crop_0000005.png,train,background,1
image_0000014_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000014_crop_0000001.png,train,background,1
image_0000014_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000014_crop_0000002.png,train,background,1
image_0000014_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000014_crop_0000003.png,train,background,1
image_0000014_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000014_crop_0000004.png,train,background,1
image_0000014_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000014_crop_0000005.png,train,background,1
image_0000015_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000015_crop_0000001.png,train,background,1
image_0000015_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000015_crop_0000002.png,train,background,1
image_0000015_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000015_crop_0000003.png,train,background,1
image_0000015_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000015_crop_0000004.png,train,background,1
image_0000015_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000015_crop_0000005.png,train,background,1
image_0000016_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000016_crop_0000001.png,train,background,1
image_0000016_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000016_crop_0000002.png,train,background,1
image_0000016_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000016_crop_0000003.png,train,background,1
image_0000016_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000016_crop_0000004.png,train,background,1
image_0000016_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000016_crop_0000005.png,train,background,1
image_0000017_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000017_crop_0000001.png,train,background,1
image_0000017_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000017_crop_0000002.png,train,background,1
image_0000017_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000017_crop_0000003.png,train,background,1
image_0000017_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000017_crop_0000004.png,train,background,1
image_0000017_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000017_crop_0000005.png,train,background,1
image_0000018_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/test/background/image_0000018_crop_0000001.png,test,background,1
image_0000018_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/test/background/image_0000018_crop_0000002.png,test,background,1
image_0000018_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/test/background/image_0000018_crop_0000003.png,test,background,1
image_0000018_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/test/background/image_0000018_crop_0000004.png,test,background,1
image_0000018_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/test/background/image_0000018_crop_0000005.png,test,background,1
image_0000019_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000019_crop_0000001.png,train,background,1
image_0000019_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000019_crop_0000002.png,train,background,1
image_0000019_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000019_crop_0000003.png,train,background,1
image_0000019_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000019_crop_0000004.png,train,background,1
image_0000019_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000019_crop_0000005.png,train,background,1
image_0000020_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000020_crop_0000001.png,train,background,1
image_0000020_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000020_crop_0000002.png,train,background,1
image_0000020_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000020_crop_0000003.png,train,background,1
image_0000020_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000020_crop_0000004.png,train,background,1
image_0000020_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000020_crop_0000005.png,train,background,1
image_0000021_crop_0000001.png,0,0,0,1,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/defects/image_0000021_crop_0000001.png,train,defects,1
image_0000021_crop_0000001_copy00.png,0,0,0,1,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/defects/image_0000021_crop_0000001_copy00.png,train,defects,1
image_0000021_crop_0000001_copy01.png,0,0,0,1,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/defects/image_0000021_crop_0000001_copy01.png,train,defects,1
image_0000022_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/val/background/image_0000022_crop_0000001.png,val,background,1
image_0000022_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/val/background/image_0000022_crop_0000002.png,val,background,1
image_0000022_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/val/background/image_0000022_crop_0000003.png,val,background,1
image_0000022_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/val/background/image_0000022_crop_0000004.png,val,background,1
image_0000022_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/val/background/image_0000022_crop_0000005.png,val,background,1
image_0000023_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000023_crop_0000001.png,train,background,1
image_0000023_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000023_crop_0000002.png,train,background,1
image_0000023_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000023_crop_0000003.png,train,background,1
image_0000023_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000023_crop_0000004.png,train,background,1
image_0000023_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000023_crop_0000005.png,train,background,1
image_0000024_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000024_crop_0000001.png,train,background,1
image_0000024_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000024_crop_0000002.png,train,background,1
image_0000024_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000024_crop_0000003.png,train,background,1
image_0000024_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000024_crop_0000004.png,train,background,1
image_0000024_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000024_crop_0000005.png,train,background,1
image_0000025_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000025_crop_0000001.png,train,background,1
image_0000025_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000025_crop_0000002.png,train,background,1
image_0000025_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000025_crop_0000003.png,train,background,1
image_0000025_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000025_crop_0000004.png,train,background,1
image_0000025_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000025_crop_0000005.png,train,background,1
image_0000026_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/val/background/image_0000026_crop_0000001.png,val,background,1
image_0000026_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/val/background/image_0000026_crop_0000002.png,val,background,1
image_0000026_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/val/background/image_0000026_crop_0000003.png,val,background,1
image_0000026_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/val/background/image_0000026_crop_0000004.png,val,background,1
image_0000026_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/val/background/image_0000026_crop_0000005.png,val,background,1
image_0000027_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000027_crop_0000001.png,train,background,1
image_0000027_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000027_crop_0000002.png,train,background,1
image_0000027_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000027_crop_0000003.png,train,background,1
image_0000027_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000027_crop_0000004.png,train,background,1
image_0000027_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000027_crop_0000005.png,train,background,1
image_0000028_crop_0000002_copy00.png,0,0,0,1,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/defects/image_0000028_crop_0000002_copy00.png,train,defects,1
image_0000028_crop_0000002_copy01.png,0,0,0,1,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/defects/image_0000028_crop_0000002_copy01.png,train,defects,1
image_0000029_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000029_crop_0000001.png,train,background,1
image_0000029_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000029_crop_0000002.png,train,background,1
image_0000029_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000029_crop_0000003.png,train,background,1
image_0000029_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000029_crop_0000004.png,train,background,1
image_0000029_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000029_crop_0000005.png,train,background,1
image_0000030_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000030_crop_0000001.png,train,background,1
image_0000030_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000030_crop_0000002.png,train,background,1
image_0000030_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000030_crop_0000003.png,train,background,1
image_0000030_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000030_crop_0000004.png,train,background,1
image_0000030_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000030_crop_0000005.png,train,background,1
image_0000031_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000031_crop_0000001.png,train,background,1
image_0000031_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000031_crop_0000002.png,train,background,1
image_0000031_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000031_crop_0000003.png,train,background,1
image_0000031_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000031_crop_0000004.png,train,background,1
image_0000031_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000031_crop_0000005.png,train,background,1
image_0000033_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000033_crop_0000001.png,train,background,1
image_0000033_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000033_crop_0000002.png,train,background,1
image_0000033_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000033_crop_0000003.png,train,background,1
image_0000033_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000033_crop_0000004.png,train,background,1
image_0000033_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000033_crop_0000005.png,train,background,1
image_0000035_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000035_crop_0000001.png,train,background,1
image_0000035_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000035_crop_0000002.png,train,background,1
image_0000035_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000035_crop_0000003.png,train,background,1
image_0000035_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000035_crop_0000004.png,train,background,1
image_0000035_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000035_crop_0000005.png,train,background,1
image_0000036_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000036_crop_0000001.png,train,background,1
image_0000036_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000036_crop_0000002.png,train,background,1
image_0000036_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000036_crop_0000003.png,train,background,1
image_0000036_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000036_crop_0000004.png,train,background,1
image_0000036_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000036_crop_0000005.png,train,background,1
image_0000037_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000037_crop_0000001.png,train,background,1
image_0000037_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000037_crop_0000002.png,train,background,1
image_0000037_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000037_crop_0000003.png,train,background,1
image_0000037_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000037_crop_0000004.png,train,background,1
image_0000037_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000037_crop_0000005.png,train,background,1
image_0000038_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/test/background/image_0000038_crop_0000001.png,test,background,1
image_0000038_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/test/background/image_0000038_crop_0000002.png,test,background,1
image_0000038_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/test/background/image_0000038_crop_0000003.png,test,background,1
image_0000038_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/test/background/image_0000038_crop_0000004.png,test,background,1
image_0000038_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/test/background/image_0000038_crop_0000005.png,test,background,1
image_0000039_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000039_crop_0000001.png,train,background,1
image_0000039_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000039_crop_0000002.png,train,background,1
image_0000039_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000039_crop_0000003.png,train,background,1
image_0000039_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000039_crop_0000004.png,train,background,1
image_0000039_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000039_crop_0000005.png,train,background,1
image_0000040_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000040_crop_0000001.png,train,background,1
image_0000040_crop_0000002.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000040_crop_0000002.png,train,background,1
image_0000040_crop_0000003.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000040_crop_0000003.png,train,background,1
image_0000040_crop_0000004.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000040_crop_0000004.png,train,background,1
image_0000040_crop_0000005.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000040_crop_0000005.png,train,background,1
image_0000041_crop_0000001.png,1,0,0,0,0,0,codebrim-classif-balanced/classification_dataset_balanced/train/background/image_0000041_crop_0000001.png,train,background,1
