img_name,img_path,name,split_type,NoDamage,Crack,Efflorescence,Spalling,BarsExposed,Rust,CLASSES_STRING,CLASSES_N
89.jpg,bcd/89.jpg,bcd,train,1,0,0,0,0,0,N,1
90.jpg,bcd/90.jpg,bcd,test,1,0,0,0,0,0,N,1
91.jpg,bcd/91.jpg,bcd,val,1,0,0,0,0,0,N,1
92.jpg,bcd/92.jpg,bcd,train,1,0,0,0,0,0,N,1
93.jpg,bcd/93.jpg,bcd,train,1,0,0,0,0,0,N,1
94.jpg,bcd/94.jpg,bcd,test,1,0,0,0,0,0,N,1
95.jpg,bcd/95.jpg,bcd,train,1,0,0,0,0,0,N,1
96.jpg,bcd/96.jpg,bcd,train,1,0,0,0,0,0,N,1
97.jpg,bcd/97.jpg,bcd,test,1,0,0,0,0,0,N,1
98.jpg,bcd/98.jpg,bcd,train,1,0,0,0,0,0,N,1
99.jpg,bcd/99.jpg,bcd,train,1,0,0,0,0,0,N,1
100.jpg,bcd/100.jpg,bcd,train,1,0,0,0,0,0,N,1
101.jpg,bcd/101.jpg,bcd,train,1,0,0,0,0,0,N,1
102.jpg,bcd/102.jpg,bcd,train,1,0,0,0,0,0,N,1
103.jpg,bcd/103.jpg,bcd,train,1,0,0,0,0,0,N,1
104.jpg,bcd/104.jpg,bcd,train,1,0,0,0,0,0,N,1
105.jpg,bcd/105.jpg,bcd,train,1,0,0,0,0,0,N,1
106.jpg,bcd/106.jpg,bcd,train,1,0,0,0,0,0,N,1
107.jpg,bcd/107.jpg,bcd,train,1,0,0,0,0,0,N,1
108.jpg,bcd/108.jpg,bcd,train,1,0,0,0,0,0,N,1
109.jpg,bcd/109.jpg,bcd,train,1,0,0,0,0,0,N,1
110.jpg,bcd/110.jpg,bcd,train,1,0,0,0,0,0,N,1
111.jpg,bcd/111.jpg,bcd,val,1,0,0,0,0,0,N,1
112.jpg,bcd/112.jpg,bcd,train,1,0,0,0,0,0,N,1
113.jpg,bcd/113.jpg,bcd,train,1,0,0,0,0,0,N,1
114.jpg,bcd/114.jpg,bcd,train,1,0,0,0,0,0,N,1
115.jpg,bcd/115.jpg,bcd,test,1,0,0,0,0,0,N,1
116.jpg,bcd/116.jpg,bcd,train,1,0,0,0,0,0,N,1
117.jpg,bcd/117.jpg,bcd,train,1,0,0,0,0,0,N,1
118.jpg,bcd/118.jpg,bcd,train,1,0,0,0,0,0,N,1
119.jpg,bcd/119.jpg,bcd,train,1,0,0,0,0,0,N,1
120.jpg,bcd/120.jpg,bcd,train,1,0,0,0,0,0,N,1
121.jpg,bcd/121.jpg,bcd,train,1,0,0,0,0,0,N,1
122.jpg,bcd/122.jpg,bcd,train,1,0,0,0,0,0,N,1
123.jpg,bcd/123.jpg,bcd,train,1,0,0,0,0,0,N,1
124.jpg,bcd/124.jpg,bcd,train,1,0,0,0,0,0,N,1
125.jpg,bcd/125.jpg,bcd,train,1,0,0,0,0,0,N,1
126.jpg,bcd/126.jpg,bcd,train,1,0,0,0,0,0,N,1
127.jpg,bcd/127.jpg,bcd,train,1,0,0,0,0,0,N,1
128.jpg,bcd/128.jpg,bcd,train,1,0,0,0,0,0,N,1
129.jpg,bcd/129.jpg,bcd,train,1,0,0,0,0,0,N,1
130.jpg,bcd/130.jpg,bcd,train,1,0,0,0,0,0,N,1
131.jpg,bcd/131.jpg,bcd,train,1,0,0,0,0,0,N,1
132.jpg,bcd/132.jpg,bcd,train,1,0,0,0,0,0,N,1
133.jpg,bcd/133.jpg,bcd,train,1,0,0,0,0,0,N,1
134.jpg,bcd/134.jpg,bcd,train,1,0,0,0,0,0,N,1
135.jpg,bcd/135.jpg,bcd,train,1,0,0,0,0,0,N,1
136.jpg,bcd/136.jpg,bcd,val,1,0,0,0,0,0,N,1
137.jpg,bcd/137.jpg,bcd,train,1,0,0,0,0,0,N,1
138.jpg,bcd/138.jpg,bcd,train,1,0,0,0,0,0,N,1
139.jpg,bcd/139.jpg,bcd,test,1,0,0,0,0,0,N,1
140.jpg,bcd/140.jpg,bcd,train,1,0,0,0,0,0,N,1
141.jpg,bcd/141.jpg,bcd,train,1,0,0,0,0,0,N,1
142.jpg,bcd/142.jpg,bcd,train,1,0,0,0,0,0,N,1
143.jpg,bcd/143.jpg,bcd,test,1,0,0,0,0,0,N,1
144.jpg,bcd/144.jpg,bcd,train,1,0,0,0,0,0,N,1
145.jpg,bcd/145.jpg,bcd,train,1,0,0,0,0,0,N,1
146.jpg,bcd/146.jpg,bcd,test,1,0,0,0,0,0,N,1
147.jpg,bcd/147.jpg,bcd,val,1,0,0,0,0,0,N,1
148.jpg,bcd/148.jpg,bcd,test,1,0,0,0,0,0,N,1
149.jpg,bcd/149.jpg,bcd,train,1,0,0,0,0,0,N,1
150.jpg,bcd/150.jpg,bcd,train,1,0,0,0,0,0,N,1
151.jpg,bcd/151.jpg,bcd,train,1,0,0,0,0,0,N,1
152.jpg,bcd/152.jpg,bcd,train,1,0,0,0,0,0,N,1
153.jpg,bcd/153.jpg,bcd,val,1,0,0,0,0,0,N,1
154.jpg,bcd/154.jpg,bcd,train,1,0,0,0,0,0,N,1
155.jpg,bcd/155.jpg,bcd,train,1,0,0,0,0,0,N,1
156.jpg,bcd/156.jpg,bcd,train,1,0,0,0,0,0,N,1
157.jpg,bcd/157.jpg,bcd,train,1,0,0,0,0,0,N,1
158.jpg,bcd/158.jpg,bcd,train,1,0,0,0,0,0,N,1
159.jpg,bcd/159.jpg,bcd,train,1,0,0,0,0,0,N,1
160.jpg,bcd/160.jpg,bcd,val,1,0,0,0,0,0,N,1
161.jpg,bcd/161.jpg,bcd,train,1,0,0,0,0,0,N,1
162.jpg,bcd/162.jpg,bcd,train,1,0,0,0,0,0,N,1
163.jpg,bcd/163.jpg,bcd,train,1,0,0,0,0,0,N,1
164.jpg,bcd/164.jpg,bcd,train,1,0,0,0,0,0,N,1
165.jpg,bcd/165.jpg,bcd,train,1,0,0,0,0,0,N,1
166.jpg,bcd/166.jpg,bcd,train,1,0,0,0,0,0,N,1
167.jpg,bcd/167.jpg,bcd,train,1,0,0,0,0,0,N,1
168.jpg,bcd/168.jpg,bcd,train,1,0,0,0,0,0,N,1
169.jpg,bcd/169.jpg,bcd,train,1,0,0,0,0,0,N,1
170.jpg,bcd/170.jpg,bcd,train,1,0,0,0,0,0,N,1
171.jpg,bcd/171.jpg,bcd,test,1,0,0,0,0,0,N,1
172.jpg,bcd/172.jpg,bcd,train,1,0,0,0,0,0,N,1
173.jpg,bcd/173.jpg,bcd,val,1,0,0,0,0,0,N,1
174.jpg,bcd/174.jpg,bcd,train,1,0,0,0,0,0,N,1
175.jpg,bcd/175.jpg,bcd,train,1,0,0,0,0,0,N,1
176.jpg,bcd/176.jpg,bcd,train,1,0,0,0,0,0,N,1
177.jpg,bcd/177.jpg,bcd,train,1,0,0,0,0,0,N,1
178.jpg,bcd/178.jpg,bcd,train,1,0,0,0,0,0,N,1
179.jpg,bcd/179.jpg,bcd,val,1,0,0,0,0,0,N,1
180.jpg,bcd/180.jpg,bcd,train,1,0,0,0,0,0,N,1
181.jpg,bcd/181.jpg,bcd,test,1,0,0,0,0,0,N,1
182.jpg,bcd/182.jpg,bcd,train,1,0,0,0,0,0,N,1
183.jpg,bcd/183.jpg,bcd,test,1,0,0,0,0,0,N,1
184.jpg,bcd/184.jpg,bcd,train,1,0,0,0,0,0,N,1
185.jpg,bcd/185.jpg,bcd,train,1,0,0,0,0,0,N,1
186.jpg,bcd/186.jpg,bcd,train,1,0,0,0,0,0,N,1
187.jpg,bcd/187.jpg,bcd,train,1,0,0,0,0,0,N,1
188.jpg,bcd/188.jpg,bcd,train,1,0,0,0,0,0,N,1
189.jpg,bcd/189.jpg,bcd,train,1,0,0,0,0,0,N,1
190.jpg,bcd/190.jpg,bcd,val,1,0,0,0,0,0,N,1
191.jpg,bcd/191.jpg,bcd,train,1,0,0,0,0,0,N,1
192.jpg,bcd/192.jpg,bcd,train,1,0,0,0,0,0,N,1
193.jpg,bcd/193.jpg,bcd,test,1,0,0,0,0,0,N,1
194.jpg,bcd/194.jpg,bcd,train,1,0,0,0,0,0,N,1
195.jpg,bcd/195.jpg,bcd,train,1,0,0,0,0,0,N,1
196.jpg,bcd/196.jpg,bcd,train,1,0,0,0,0,0,N,1
197.jpg,bcd/197.jpg,bcd,train,1,0,0,0,0,0,N,1
198.jpg,bcd/198.jpg,bcd,train,1,0,0,0,0,0,N,1
199.jpg,bcd/199.jpg,bcd,train,1,0,0,0,0,0,N,1
200.jpg,bcd/200.jpg,bcd,val,1,0,0,0,0,0,N,1
201.jpg,bcd/201.jpg,bcd,train,1,0,0,0,0,0,N,1
202.jpg,bcd/202.jpg,bcd,train,1,0,0,0,0,0,N,1
203.jpg,bcd/203.jpg,bcd,train,1,0,0,0,0,0,N,1
204.jpg,bcd/204.jpg,bcd,val,1,0,0,0,0,0,N,1
205.jpg,bcd/205.jpg,bcd,train,1,0,0,0,0,0,N,1
206.jpg,bcd/206.jpg,bcd,train,1,0,0,0,0,0,N,1
207.jpg,bcd/207.jpg,bcd,train,1,0,0,0,0,0,N,1
208.jpg,bcd/208.jpg,bcd,train,1,0,0,0,0,0,N,1
209.jpg,bcd/209.jpg,bcd,test,1,0,0,0,0,0,N,1
210.jpg,bcd/210.jpg,bcd,train,1,0,0,0,0,0,N,1
211.jpg,bcd/211.jpg,bcd,train,1,0,0,0,0,0,N,1
212.jpg,bcd/212.jpg,bcd,train,1,0,0,0,0,0,N,1
213.jpg,bcd/213.jpg,bcd,train,1,0,0,0,0,0,N,1
214.jpg,bcd/214.jpg,bcd,train,1,0,0,0,0,0,N,1
215.jpg,bcd/215.jpg,bcd,train,1,0,0,0,0,0,N,1
216.jpg,bcd/216.jpg,bcd,train,1,0,0,0,0,0,N,1
217.jpg,bcd/217.jpg,bcd,train,1,0,0,0,0,0,N,1
218.jpg,bcd/218.jpg,bcd,train,1,0,0,0,0,0,N,1
219.jpg,bcd/219.jpg,bcd,train,1,0,0,0,0,0,N,1
220.jpg,bcd/220.jpg,bcd,train,1,0,0,0,0,0,N,1
221.jpg,bcd/221.jpg,bcd,train,1,0,0,0,0,0,N,1
222.jpg,bcd/222.jpg,bcd,test,1,0,0,0,0,0,N,1
223.jpg,bcd/223.jpg,bcd,train,1,0,0,0,0,0,N,1
224.jpg,bcd/224.jpg,bcd,train,1,0,0,0,0,0,N,1
225.jpg,bcd/225.jpg,bcd,train,1,0,0,0,0,0,N,1
226.jpg,bcd/226.jpg,bcd,train,1,0,0,0,0,0,N,1
227.jpg,bcd/227.jpg,bcd,train,1,0,0,0,0,0,N,1
228.jpg,bcd/228.jpg,bcd,train,1,0,0,0,0,0,N,1
229.jpg,bcd/229.jpg,bcd,train,1,0,0,0,0,0,N,1
230.jpg,bcd/230.jpg,bcd,test,1,0,0,0,0,0,N,1
231.jpg,bcd/231.jpg,bcd,train,1,0,0,0,0,0,N,1
232.jpg,bcd/232.jpg,bcd,train,1,0,0,0,0,0,N,1
233.jpg,bcd/233.jpg,bcd,train,1,0,0,0,0,0,N,1
234.jpg,bcd/234.jpg,bcd,train,1,0,0,0,0,0,N,1
235.jpg,bcd/235.jpg,bcd,train,1,0,0,0,0,0,N,1
236.jpg,bcd/236.jpg,bcd,train,1,0,0,0,0,0,N,1
237.jpg,bcd/237.jpg,bcd,train,1,0,0,0,0,0,N,1
238.jpg,bcd/238.jpg,bcd,test,1,0,0,0,0,0,N,1
239.jpg,bcd/239.jpg,bcd,train,1,0,0,0,0,0,N,1
240.jpg,bcd/240.jpg,bcd,train,1,0,0,0,0,0,N,1
241.jpg,bcd/241.jpg,bcd,train,1,0,0,0,0,0,N,1
242.jpg,bcd/242.jpg,bcd,train,1,0,0,0,0,0,N,1
243.jpg,bcd/243.jpg,bcd,train,1,0,0,0,0,0,N,1
244.jpg,bcd/244.jpg,bcd,train,1,0,0,0,0,0,N,1
245.jpg,bcd/245.jpg,bcd,train,1,0,0,0,0,0,N,1
246.jpg,bcd/246.jpg,bcd,test,1,0,0,0,0,0,N,1
247.jpg,bcd/247.jpg,bcd,train,1,0,0,0,0,0,N,1
248.jpg,bcd/248.jpg,bcd,train,1,0,0,0,0,0,N,1
249.jpg,bcd/249.jpg,bcd,train,1,0,0,0,0,0,N,1
250.jpg,bcd/250.jpg,bcd,test,1,0,0,0,0,0,N,1
251.jpg,bcd/251.jpg,bcd,train,1,0,0,0,0,0,N,1
252.jpg,bcd/252.jpg,bcd,train,1,0,0,0,0,0,N,1
253.jpg,bcd/253.jpg,bcd,train,1,0,0,0,0,0,N,1
254.jpg,bcd/254.jpg,bcd,val,1,0,0,0,0,0,N,1
255.jpg,bcd/255.jpg,bcd,train,1,0,0,0,0,0,N,1
256.jpg,bcd/256.jpg,bcd,train,1,0,0,0,0,0,N,1
257.jpg,bcd/257.jpg,bcd,train,1,0,0,0,0,0,N,1
258.jpg,bcd/258.jpg,bcd,train,1,0,0,0,0,0,N,1
259.jpg,bcd/259.jpg,bcd,val,1,0,0,0,0,0,N,1
260.jpg,bcd/260.jpg,bcd,val,1,0,0,0,0,0,N,1
261.jpg,bcd/261.jpg,bcd,train,1,0,0,0,0,0,N,1
262.jpg,bcd/262.jpg,bcd,train,1,0,0,0,0,0,N,1
263.jpg,bcd/263.jpg,bcd,train,1,0,0,0,0,0,N,1
264.jpg,bcd/264.jpg,bcd,train,1,0,0,0,0,0,N,1
265.jpg,bcd/265.jpg,bcd,train,1,0,0,0,0,0,N,1
266.jpg,bcd/266.jpg,bcd,train,1,0,0,0,0,0,N,1
267.jpg,bcd/267.jpg,bcd,train,1,0,0,0,0,0,N,1
268.jpg,bcd/268.jpg,bcd,train,1,0,0,0,0,0,N,1
269.jpg,bcd/269.jpg,bcd,train,1,0,0,0,0,0,N,1
270.jpg,bcd/270.jpg,bcd,train,1,0,0,0,0,0,N,1
271.jpg,bcd/271.jpg,bcd,train,1,0,0,0,0,0,N,1
272.jpg,bcd/272.jpg,bcd,train,1,0,0,0,0,0,N,1
273.jpg,bcd/273.jpg,bcd,train,1,0,0,0,0,0,N,1
274.jpg,bcd/274.jpg,bcd,train,1,0,0,0,0,0,N,1
275.jpg,bcd/275.jpg,bcd,train,1,0,0,0,0,0,N,1
276.jpg,bcd/276.jpg,bcd,train,1,0,0,0,0,0,N,1
277.jpg,bcd/277.jpg,bcd,train,1,0,0,0,0,0,N,1
278.jpg,bcd/278.jpg,bcd,train,1,0,0,0,0,0,N,1
279.jpg,bcd/279.jpg,bcd,train,1,0,0,0,0,0,N,1
280.jpg,bcd/280.jpg,bcd,train,1,0,0,0,0,0,N,1
281.jpg,bcd/281.jpg,bcd,train,1,0,0,0,0,0,N,1
282.jpg,bcd/282.jpg,bcd,train,1,0,0,0,0,0,N,1
283.jpg,bcd/283.jpg,bcd,train,1,0,0,0,0,0,N,1
284.jpg,bcd/284.jpg,bcd,train,1,0,0,0,0,0,N,1
285.jpg,bcd/285.jpg,bcd,train,1,0,0,0,0,0,N,1
286.jpg,bcd/286.jpg,bcd,train,1,0,0,0,0,0,N,1
287.jpg,bcd/287.jpg,bcd,test,1,0,0,0,0,0,N,1
288.jpg,bcd/288.jpg,bcd,train,1,0,0,0,0,0,N,1
289.jpg,bcd/289.jpg,bcd,train,1,0,0,0,0,0,N,1
290.jpg,bcd/290.jpg,bcd,train,1,0,0,0,0,0,N,1
291.jpg,bcd/291.jpg,bcd,train,1,0,0,0,0,0,N,1
292.jpg,bcd/292.jpg,bcd,train,1,0,0,0,0,0,N,1
293.jpg,bcd/293.jpg,bcd,train,1,0,0,0,0,0,N,1
294.jpg,bcd/294.jpg,bcd,train,1,0,0,0,0,0,N,1
295.jpg,bcd/295.jpg,bcd,val,1,0,0,0,0,0,N,1
296.jpg,bcd/296.jpg,bcd,train,1,0,0,0,0,0,N,1
297.jpg,bcd/297.jpg,bcd,train,1,0,0,0,0,0,N,1
298.jpg,bcd/298.jpg,bcd,train,1,0,0,0,0,0,N,1
299.jpg,bcd/299.jpg,bcd,train,1,0,0,0,0,0,N,1
300.jpg,bcd/300.jpg,bcd,train,1,0,0,0,0,0,N,1
301.jpg,bcd/301.jpg,bcd,train,1,0,0,0,0,0,N,1
302.jpg,bcd/302.jpg,bcd,train,1,0,0,0,0,0,N,1
303.jpg,bcd/303.jpg,bcd,train,1,0,0,0,0,0,N,1
304.jpg,bcd/304.jpg,bcd,train,1,0,0,0,0,0,N,1
305.jpg,bcd/305.jpg,bcd,train,1,0,0,0,0,0,N,1
306.jpg,bcd/306.jpg,bcd,train,1,0,0,0,0,0,N,1
307.jpg,bcd/307.jpg,bcd,train,1,0,0,0,0,0,N,1
308.jpg,bcd/308.jpg,bcd,train,1,0,0,0,0,0,N,1
309.jpg,bcd/309.jpg,bcd,train,1,0,0,0,0,0,N,1
310.jpg,bcd/310.jpg,bcd,train,1,0,0,0,0,0,N,1
311.jpg,bcd/311.jpg,bcd,test,1,0,0,0,0,0,N,1
312.jpg,bcd/312.jpg,bcd,train,1,0,0,0,0,0,N,1
313.jpg,bcd/313.jpg,bcd,test,1,0,0,0,0,0,N,1
314.jpg,bcd/314.jpg,bcd,train,1,0,0,0,0,0,N,1
315.jpg,bcd/315.jpg,bcd,train,1,0,0,0,0,0,N,1
316.jpg,bcd/316.jpg,bcd,train,1,0,0,0,0,0,N,1
317.jpg,bcd/317.jpg,bcd,train,1,0,0,0,0,0,N,1
318.jpg,bcd/318.jpg,bcd,train,1,0,0,0,0,0,N,1
319.jpg,bcd/319.jpg,bcd,train,1,0,0,0,0,0,N,1
320.jpg,bcd/320.jpg,bcd,train,1,0,0,0,0,0,N,1
321.jpg,bcd/321.jpg,bcd,train,1,0,0,0,0,0,N,1
322.jpg,bcd/322.jpg,bcd,train,1,0,0,0,0,0,N,1
323.jpg,bcd/323.jpg,bcd,train,1,0,0,0,0,0,N,1
324.jpg,bcd/324.jpg,bcd,train,1,0,0,0,0,0,N,1
325.jpg,bcd/325.jpg,bcd,train,1,0,0,0,0,0,N,1
326.jpg,bcd/326.jpg,bcd,train,1,0,0,0,0,0,N,1
327.jpg,bcd/327.jpg,bcd,train,1,0,0,0,0,0,N,1
328.jpg,bcd/328.jpg,bcd,test,1,0,0,0,0,0,N,1
329.jpg,bcd/329.jpg,bcd,train,1,0,0,0,0,0,N,1
330.jpg,bcd/330.jpg,bcd,train,1,0,0,0,0,0,N,1
331.jpg,bcd/331.jpg,bcd,val,1,0,0,0,0,0,N,1
332.jpg,bcd/332.jpg,bcd,train,1,0,0,0,0,0,N,1
333.jpg,bcd/333.jpg,bcd,train,1,0,0,0,0,0,N,1
334.jpg,bcd/334.jpg,bcd,val,1,0,0,0,0,0,N,1
335.jpg,bcd/335.jpg,bcd,train,1,0,0,0,0,0,N,1
336.jpg,bcd/336.jpg,bcd,train,1,0,0,0,0,0,N,1
337.jpg,bcd/337.jpg,bcd,train,1,0,0,0,0,0,N,1
338.jpg,bcd/338.jpg,bcd,train,1,0,0,0,0,0,N,1
339.jpg,bcd/339.jpg,bcd,train,1,0,0,0,0,0,N,1
340.jpg,bcd/340.jpg,bcd,train,1,0,0,0,0,0,N,1
341.jpg,bcd/341.jpg,bcd,train,1,0,0,0,0,0,N,1
342.jpg,bcd/342.jpg,bcd,val,1,0,0,0,0,0,N,1
343.jpg,bcd/343.jpg,bcd,train,1,0,0,0,0,0,N,1
344.jpg,bcd/344.jpg,bcd,train,1,0,0,0,0,0,N,1
345.jpg,bcd/345.jpg,bcd,train,1,0,0,0,0,0,N,1
346.jpg,bcd/346.jpg,bcd,val,1,0,0,0,0,0,N,1
347.jpg,bcd/347.jpg,bcd,train,1,0,0,0,0,0,N,1
348.jpg,bcd/348.jpg,bcd,train,1,0,0,0,0,0,N,1
349.jpg,bcd/349.jpg,bcd,train,1,0,0,0,0,0,N,1
350.jpg,bcd/350.jpg,bcd,val,1,0,0,0,0,0,N,1
351.jpg,bcd/351.jpg,bcd,train,1,0,0,0,0,0,N,1
352.jpg,bcd/352.jpg,bcd,train,1,0,0,0,0,0,N,1
353.jpg,bcd/353.jpg,bcd,train,1,0,0,0,0,0,N,1
354.jpg,bcd/354.jpg,bcd,train,1,0,0,0,0,0,N,1
355.jpg,bcd/355.jpg,bcd,train,1,0,0,0,0,0,N,1
356.jpg,bcd/356.jpg,bcd,train,1,0,0,0,0,0,N,1
357.jpg,bcd/357.jpg,bcd,train,1,0,0,0,0,0,N,1
358.jpg,bcd/358.jpg,bcd,train,1,0,0,0,0,0,N,1
359.jpg,bcd/359.jpg,bcd,train,1,0,0,0,0,0,N,1
360.jpg,bcd/360.jpg,bcd,train,1,0,0,0,0,0,N,1
361.jpg,bcd/361.jpg,bcd,test,1,0,0,0,0,0,N,1
362.jpg,bcd/362.jpg,bcd,train,1,0,0,0,0,0,N,1
363.jpg,bcd/363.jpg,bcd,train,1,0,0,0,0,0,N,1
364.jpg,bcd/364.jpg,bcd,val,1,0,0,0,0,0,N,1
365.jpg,bcd/365.jpg,bcd,train,1,0,0,0,0,0,N,1
