img_name,img_path,Cracks,Efflorescence,ExposedReinforcement,General,NoDefect,RustStaining,Scaling,Spalling,CLASSES,isStatusChanged,split_bikit
002_vzt4zfyf.2j3.jpg,mcds/Corrosion/no rust staining/002_vzt4zfyf.2j3.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Spalling_ExposedReinforcement,False,valid
002_xcsr43hw.tpv.jpg,mcds/MultiClassifier/efflorescence/002_xcsr43hw.tpv.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
002_xkrgmpva.fok.jpg,mcds/MultiClassifier/efflorescence/002_xkrgmpva.fok.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
002_yoamnba2.wdq.jpg,mcds/Corrosion/no rust staining/002_yoamnba2.wdq.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
002_zar1fupp.kf2.jpg,mcds/Corrosion/no rust staining/002_zar1fupp.kf2.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Spalling_ExposedReinforcement,False,valid
003_d2jtvohz.fi1.jpg,mcds/MultiClassifier/efflorescence/003_d2jtvohz.fi1.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
003_dozxodf3.c5o.jpg,mcds/MultiClassifier/efflorescence/003_dozxodf3.c5o.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
003_e0nzpwqn.jgr.jpg,mcds/MultiClassifier/cracks/003_e0nzpwqn.jgr.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
003_glbjresp.01k.jpg,mcds/Corrosion/rust staining/003_glbjresp.01k.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
003_muytfi11.pau.jpg,mcds/MultiClassifier/efflorescence/003_muytfi11.pau.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
003_outu4czs.1b5.jpg,mcds/ExposedReinforcement/no exposed reinforcement/003_outu4czs.1b5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spalling,False,valid
003_xnc0b2fu.b1j.jpg,mcds/MultiClassifier/efflorescence/003_xnc0b2fu.b1j.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
003_zomak3wq.43c.jpg,mcds/Corrosion/no rust staining/003_zomak3wq.43c.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
003_zx00ivg0.o0z.jpg,mcds/MultiClassifier/efflorescence/003_zx00ivg0.o0z.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
004_0v2hgqo4.afg.jpg,mcds/MultiClassifier/efflorescence/004_0v2hgqo4.afg.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
004_1xgwoahx.lqq.jpg,mcds/Corrosion/rust staining/004_1xgwoahx.lqq.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
004_4hy0gnji.wq3.jpg,mcds/MultiClassifier/efflorescence/004_4hy0gnji.wq3.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
004_i1dmciub.oop.jpg,mcds/Corrosion/rust staining/004_i1dmciub.oop.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
004_liem2hdg.3w2.jpg,mcds/Corrosion/rust staining/004_liem2hdg.3w2.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
004_rszhwetu.b3i.jpg,mcds/MultiClassifier/efflorescence/004_rszhwetu.b3i.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
004_uouhxp2m.0ax.jpg,mcds/Corrosion/rust staining/004_uouhxp2m.0ax.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
004_z3jrhz45.3ms.jpg,mcds/Corrosion/rust staining/004_z3jrhz45.3ms.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
004_zgfxvoas.zjl.jpg,mcds/MultiClassifier/efflorescence/004_zgfxvoas.zjl.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
005_5dxh00tq.c35.jpg,mcds/MultiClassifier/cracks/005_5dxh00tq.c35.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
005_aiy0j0ut.lkb.jpg,mcds/MultiClassifier/cracks/005_aiy0j0ut.lkb.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
005_bwzkon55.g2n.jpg,mcds/MultiClassifier/efflorescence/005_bwzkon55.g2n.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
005_bxmd3fce.rq5.jpg,mcds/MultiClassifier/efflorescence/005_bxmd3fce.rq5.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
005_hhvx4zd3.4jo.jpg,mcds/MultiClassifier/cracks/005_hhvx4zd3.4jo.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
005_j3jkrxyt.i2n.jpg,mcds/MultiClassifier/cracks/005_j3jkrxyt.i2n.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
005_k01zchsw.3k4.jpg,mcds/MultiClassifier/cracks/005_k01zchsw.3k4.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
005_kpcyga3g.i2c.jpg,mcds/MultiClassifier/cracks/005_kpcyga3g.i2c.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
005_nhp5qkfc.q05.jpg,mcds/MultiClassifier/cracks/005_nhp5qkfc.q05.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
005_txq3nygx.w0v.jpg,mcds/Corrosion/rust staining/005_txq3nygx.w0v.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
005_yys2q3pa.1ua.jpg,mcds/MultiClassifier/cracks/005_yys2q3pa.1ua.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
006_0i4yzykm.urq.jpg,mcds/MultiClassifier/cracks/006_0i4yzykm.urq.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
006_2vq3zs35.40h.jpg,mcds/Corrosion/no rust staining/006_2vq3zs35.40h.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
006_4uhvrmp2.pnm.jpg,mcds/MultiClassifier/efflorescence/006_4uhvrmp2.pnm.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
006_5gffbjnn.4cy.jpg,mcds/MultiClassifier/cracks/006_5gffbjnn.4cy.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
006_bki0gejp.bkl.jpg,mcds/MultiClassifier/cracks/006_bki0gejp.bkl.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
006_eqtukaua.tp3.jpg,mcds/ExposedReinforcement/no exposed reinforcement/006_eqtukaua.tp3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spalling,False,valid
006_esktmdp0.le4.jpg,mcds/Corrosion/no rust staining/006_esktmdp0.le4.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
006_fmm4qeyn.2ez.jpg,mcds/MultiClassifier/cracks/006_fmm4qeyn.2ez.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
006_jrfq3lzt.mca.jpg,mcds/MultiClassifier/general/006_jrfq3lzt.mca.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,General,False,valid
006_kdbh5mv1.2db.jpg,mcds/MultiClassifier/cracks/006_kdbh5mv1.2db.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
006_lhyh41my.wku.jpg,mcds/MultiClassifier/efflorescence/006_lhyh41my.wku.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
006_pwvc1uiv.zhi.jpg,mcds/Corrosion/no rust staining/006_pwvc1uiv.zhi.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,valid
006_qmgnp53n.zni.jpg,mcds/Corrosion/rust staining/006_qmgnp53n.zni.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
006_ri0wotdb.hsh.jpg,mcds/Corrosion/no rust staining/006_ri0wotdb.hsh.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
006_savajck2.apg.jpg,mcds/MultiClassifier/efflorescence/006_savajck2.apg.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
006_x2kjxhkt.3aq.jpg,mcds/MultiClassifier/efflorescence/006_x2kjxhkt.3aq.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
006_xsfkkpsl.xxd.jpg,mcds/ExposedReinforcement/no exposed reinforcement/006_xsfkkpsl.xxd.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spalling,False,valid
006_ydwdcyyj.pbh.jpg,mcds/MultiClassifier/efflorescence/006_ydwdcyyj.pbh.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
007_0gn3srta.gzh.jpg,mcds/MultiClassifier/scaling/007_0gn3srta.gzh.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Scaling,True,valid
007_12k30cf4.hx0.jpg,mcds/Corrosion/rust staining/007_12k30cf4.hx0.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
007_1upl22nx.1gb.jpg,mcds/Corrosion/rust staining/007_1upl22nx.1gb.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
007_1vtpg0jx.nkh.jpg,mcds/Corrosion/rust staining/007_1vtpg0jx.nkh.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
007_2pzsqkji.l3n.jpg,mcds/Corrosion/rust staining/007_2pzsqkji.l3n.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
007_3boqbfnx.jdu.jpg,mcds/Corrosion/rust staining/007_3boqbfnx.jdu.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
007_am0t25xk.ost.jpg,mcds/MultiClassifier/efflorescence/007_am0t25xk.ost.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
007_baqr5g4e.ldd.jpg,mcds/MultiClassifier/scaling/007_baqr5g4e.ldd.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Scaling,False,valid
007_drdnswnb.xeb.jpg,mcds/Corrosion/no rust staining/007_drdnswnb.xeb.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
007_ehawcyay.xkk.jpg,mcds/MultiClassifier/scaling/007_ehawcyay.xkk.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Scaling,False,valid
007_fi4h4hij.gmy.jpg,mcds/Corrosion/rust staining/007_fi4h4hij.gmy.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
007_gn23vbw5.ovh.jpg,mcds/Corrosion/rust staining/007_gn23vbw5.ovh.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
007_jm114gew.3gf.jpg,mcds/MultiClassifier/efflorescence/007_jm114gew.3gf.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
007_lqjrbrk4.k1b.jpg,mcds/MultiClassifier/efflorescence/007_lqjrbrk4.k1b.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
007_nup2ctfg.0zj.jpg,mcds/Corrosion/rust staining/007_nup2ctfg.0zj.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
007_on31cjcw.5ka.jpg,mcds/Corrosion/no rust staining/007_on31cjcw.5ka.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
007_pclxkqq1.q5b.jpg,mcds/MultiClassifier/scaling/007_pclxkqq1.q5b.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Scaling,False,valid
007_pog2kfh0.fou.jpg,mcds/MultiClassifier/efflorescence/007_pog2kfh0.fou.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
007_z1qcf5jz.sto.jpg,mcds/MultiClassifier/scaling/007_z1qcf5jz.sto.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Scaling,False,valid
007_zafe4by4.fz0.jpg,mcds/MultiClassifier/efflorescence/007_zafe4by4.fz0.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
008_0xrxl1ti.b2u.jpg,mcds/Corrosion/no rust staining/008_0xrxl1ti.b2u.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
008_15e40s1b.uzo.jpg,mcds/Corrosion/rust staining/008_15e40s1b.uzo.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
008_2j30xsgd.1gq.jpg,mcds/ExposedReinforcement/no exposed reinforcement/008_2j30xsgd.1gq.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spalling,False,valid
008_ak4w4qjy.ueq.jpg,mcds/Corrosion/rust staining/008_ak4w4qjy.ueq.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
008_dbmvtunk.fa2.jpg,mcds/Corrosion/rust staining/008_dbmvtunk.fa2.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
008_gu1g0bts.204.jpg,mcds/MultiClassifier/efflorescence/008_gu1g0bts.204.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
008_oiot10cn.acz.jpg,mcds/Corrosion/rust staining/008_oiot10cn.acz.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
008_qq2to1ox.h2m.jpg,mcds/MultiClassifier/efflorescence/008_qq2to1ox.h2m.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
008_tq3zbouc.h13.jpg,mcds/MultiClassifier/efflorescence/008_tq3zbouc.h13.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
008_vhyeijun.00r.jpg,mcds/Corrosion/no rust staining/008_vhyeijun.00r.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Spalling_ExposedReinforcement,False,valid
009_3z2dmyvf.w2x.jpg,mcds/Corrosion/rust staining/009_3z2dmyvf.w2x.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
009_an1rjwgl.3uu.jpg,mcds/MultiClassifier/cracks/009_an1rjwgl.3uu.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
009_dpe5jfkj.hqt.jpg,mcds/MultiClassifier/efflorescence/009_dpe5jfkj.hqt.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
009_ezo1yv2j.v23.jpg,mcds/Corrosion/no rust staining/009_ezo1yv2j.v23.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
009_jbxfmvq2.oxg.jpg,mcds/Corrosion/rust staining/009_jbxfmvq2.oxg.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
009_kzubx14e.h55.jpg,mcds/Corrosion/rust staining/009_kzubx14e.h55.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
009_l2h04qqt.mcp.jpg,mcds/Corrosion/no rust staining/009_l2h04qqt.mcp.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
009_qxon5wjy.zkc.jpg,mcds/MultiClassifier/cracks/009_qxon5wjy.zkc.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
009_tw1io3vr.rkx.jpg,mcds/Corrosion/rust staining/009_tw1io3vr.rkx.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
009_vdouoc5z.jnv.jpg,mcds/MultiClassifier/efflorescence/009_vdouoc5z.jnv.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
009_w4a2elx4.oec.jpg,mcds/Corrosion/rust staining/009_w4a2elx4.oec.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
009_z3x5ww3m.osm.jpg,mcds/Corrosion/no rust staining/009_z3x5ww3m.osm.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Spalling_ExposedReinforcement,False,valid
010_1ehedjvn.r5k.jpg,mcds/Corrosion/no rust staining/010_1ehedjvn.r5k.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Spalling_ExposedReinforcement,False,valid
010_1patrw1o.nmo.jpg,mcds/MultiClassifier/cracks/010_1patrw1o.nmo.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
010_2dj05leg.2ht.jpg,mcds/Corrosion/no rust staining/010_2dj05leg.2ht.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Spalling_ExposedReinforcement,False,valid
010_2vviqcwj.3do.jpg,mcds/Corrosion/no rust staining/010_2vviqcwj.3do.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
010_4m0djajs.e5z.jpg,mcds/MultiClassifier/efflorescence/010_4m0djajs.e5z.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
010_br3lxtna.5lo.jpg,mcds/Corrosion/rust staining/010_br3lxtna.5lo.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
010_il0uinvk.mv4.jpg,mcds/Corrosion/no rust staining/010_il0uinvk.mv4.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Spalling_ExposedReinforcement,False,valid
010_jrka455n.1si.jpg,mcds/MultiClassifier/efflorescence/010_jrka455n.1si.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
010_nqgonuzg.fr3.jpg,mcds/MultiClassifier/efflorescence/010_nqgonuzg.fr3.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
010_ood4pz1r.0rd.jpg,mcds/MultiClassifier/efflorescence/010_ood4pz1r.0rd.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
010_rykbb0z2.0y5.jpg,mcds/MultiClassifier/cracks/010_rykbb0z2.0y5.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
010_tbhbp3p1.dre.jpg,mcds/Corrosion/no rust staining/010_tbhbp3p1.dre.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,valid
010_tsdh3dtj.qwr.jpg,mcds/MultiClassifier/efflorescence/010_tsdh3dtj.qwr.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
010_v4vgndxv.p01.jpg,mcds/Corrosion/no rust staining/010_v4vgndxv.p01.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cracks,False,test
010_vwqn4dgv.app.jpg,mcds/Corrosion/rust staining/010_vwqn4dgv.app.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
010_wpfh2z1w.na3.jpg,mcds/Corrosion/rust staining/010_wpfh2z1w.na3.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Spalling_ExposedReinforcement_RustStaining,False,valid
011_0lr3fyav.sg5.jpg,mcds/Corrosion/rust staining/011_0lr3fyav.sg5.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
011_5e4fw10n.uc0.jpg,mcds/Corrosion/no rust staining/011_5e4fw10n.uc0.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
011_ccyxicyj.05k.jpg,mcds/Corrosion/rust staining/011_ccyxicyj.05k.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,RustStaining,False,valid
011_enmyle50.zq0.jpg,mcds/MultiClassifier/efflorescence/011_enmyle50.zq0.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
011_qs0ekouc.qbp.jpg,mcds/MultiClassifier/efflorescence/011_qs0ekouc.qbp.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Efflorescence,False,test
