img_name,img_path,Crack,NoCrack,split_type
56.jpg,bcd/images/56.jpg,0,1,train
57.jpg,bcd/images/57.jpg,0,1,train
58.jpg,bcd/images/58.jpg,0,1,train
59.jpg,bcd/images/59.jpg,0,1,train
60.jpg,bcd/images/60.jpg,0,1,train
61.jpg,bcd/images/61.jpg,0,1,train
62.jpg,bcd/images/62.jpg,0,1,train
63.jpg,bcd/images/63.jpg,0,1,train
64.jpg,bcd/images/64.jpg,0,1,train
65.jpg,bcd/images/65.jpg,0,1,train
66.jpg,bcd/images/66.jpg,0,1,test
67.jpg,bcd/images/67.jpg,0,1,train
68.jpg,bcd/images/68.jpg,0,1,train
69.jpg,bcd/images/69.jpg,0,1,train
70.jpg,bcd/images/70.jpg,0,1,train
71.jpg,bcd/images/71.jpg,0,1,train
72.jpg,bcd/images/72.jpg,0,1,train
73.jpg,bcd/images/73.jpg,0,1,train
74.jpg,bcd/images/74.jpg,0,1,val
75.jpg,bcd/images/75.jpg,0,1,val
76.jpg,bcd/images/76.jpg,0,1,train
77.jpg,bcd/images/77.jpg,0,1,train
78.jpg,bcd/images/78.jpg,0,1,val
79.jpg,bcd/images/79.jpg,0,1,val
80.jpg,bcd/images/80.jpg,0,1,train
81.jpg,bcd/images/81.jpg,0,1,train
82.jpg,bcd/images/82.jpg,0,1,train
83.jpg,bcd/images/83.jpg,0,1,val
84.jpg,bcd/images/84.jpg,0,1,train
85.jpg,bcd/images/85.jpg,0,1,train
86.jpg,bcd/images/86.jpg,0,1,val
87.jpg,bcd/images/87.jpg,0,1,train
88.jpg,bcd/images/88.jpg,0,1,train
89.jpg,bcd/images/89.jpg,0,1,train
90.jpg,bcd/images/90.jpg,0,1,test
91.jpg,bcd/images/91.jpg,0,1,val
92.jpg,bcd/images/92.jpg,0,1,train
93.jpg,bcd/images/93.jpg,0,1,train
94.jpg,bcd/images/94.jpg,0,1,test
95.jpg,bcd/images/95.jpg,0,1,train
96.jpg,bcd/images/96.jpg,0,1,train
97.jpg,bcd/images/97.jpg,0,1,test
98.jpg,bcd/images/98.jpg,0,1,train
99.jpg,bcd/images/99.jpg,0,1,train
100.jpg,bcd/images/100.jpg,0,1,train
101.jpg,bcd/images/101.jpg,0,1,train
102.jpg,bcd/images/102.jpg,0,1,train
103.jpg,bcd/images/103.jpg,0,1,train
104.jpg,bcd/images/104.jpg,0,1,train
105.jpg,bcd/images/105.jpg,0,1,train
106.jpg,bcd/images/106.jpg,0,1,train
107.jpg,bcd/images/107.jpg,0,1,train
108.jpg,bcd/images/108.jpg,0,1,train
109.jpg,bcd/images/109.jpg,0,1,train
110.jpg,bcd/images/110.jpg,0,1,train
111.jpg,bcd/images/111.jpg,0,1,val
112.jpg,bcd/images/112.jpg,0,1,train
113.jpg,bcd/images/113.jpg,0,1,train
114.jpg,bcd/images/114.jpg,0,1,train
115.jpg,bcd/images/115.jpg,0,1,test
116.jpg,bcd/images/116.jpg,0,1,train
117.jpg,bcd/images/117.jpg,0,1,train
118.jpg,bcd/images/118.jpg,0,1,train
119.jpg,bcd/images/119.jpg,0,1,train
120.jpg,bcd/images/120.jpg,0,1,train
121.jpg,bcd/images/121.jpg,0,1,train
122.jpg,bcd/images/122.jpg,0,1,train
123.jpg,bcd/images/123.jpg,0,1,train
124.jpg,bcd/images/124.jpg,0,1,train
125.jpg,bcd/images/125.jpg,0,1,train
126.jpg,bcd/images/126.jpg,0,1,train
127.jpg,bcd/images/127.jpg,0,1,train
128.jpg,bcd/images/128.jpg,0,1,train
129.jpg,bcd/images/129.jpg,0,1,train
130.jpg,bcd/images/130.jpg,0,1,train
131.jpg,bcd/images/131.jpg,0,1,train
132.jpg,bcd/images/132.jpg,0,1,train
133.jpg,bcd/images/133.jpg,0,1,train
134.jpg,bcd/images/134.jpg,0,1,train
135.jpg,bcd/images/135.jpg,0,1,train
136.jpg,bcd/images/136.jpg,0,1,val
137.jpg,bcd/images/137.jpg,0,1,train
138.jpg,bcd/images/138.jpg,0,1,train
139.jpg,bcd/images/139.jpg,0,1,test
140.jpg,bcd/images/140.jpg,0,1,train
141.jpg,bcd/images/141.jpg,0,1,train
142.jpg,bcd/images/142.jpg,0,1,train
143.jpg,bcd/images/143.jpg,0,1,test
144.jpg,bcd/images/144.jpg,0,1,train
145.jpg,bcd/images/145.jpg,0,1,train
146.jpg,bcd/images/146.jpg,0,1,test
147.jpg,bcd/images/147.jpg,0,1,val
148.jpg,bcd/images/148.jpg,0,1,test
149.jpg,bcd/images/149.jpg,0,1,train
150.jpg,bcd/images/150.jpg,0,1,train
151.jpg,bcd/images/151.jpg,0,1,train
152.jpg,bcd/images/152.jpg,0,1,train
153.jpg,bcd/images/153.jpg,0,1,val
154.jpg,bcd/images/154.jpg,0,1,train
155.jpg,bcd/images/155.jpg,0,1,train
156.jpg,bcd/images/156.jpg,0,1,train
157.jpg,bcd/images/157.jpg,0,1,train
158.jpg,bcd/images/158.jpg,0,1,train
159.jpg,bcd/images/159.jpg,0,1,train
160.jpg,bcd/images/160.jpg,0,1,val
161.jpg,bcd/images/161.jpg,0,1,train
162.jpg,bcd/images/162.jpg,0,1,train
163.jpg,bcd/images/163.jpg,0,1,train
164.jpg,bcd/images/164.jpg,0,1,train
165.jpg,bcd/images/165.jpg,0,1,train
166.jpg,bcd/images/166.jpg,0,1,train
167.jpg,bcd/images/167.jpg,0,1,train
168.jpg,bcd/images/168.jpg,0,1,train
169.jpg,bcd/images/169.jpg,0,1,train
170.jpg,bcd/images/170.jpg,0,1,train
171.jpg,bcd/images/171.jpg,0,1,test
172.jpg,bcd/images/172.jpg,0,1,train
173.jpg,bcd/images/173.jpg,0,1,val
174.jpg,bcd/images/174.jpg,0,1,train
175.jpg,bcd/images/175.jpg,0,1,train
176.jpg,bcd/images/176.jpg,0,1,train
177.jpg,bcd/images/177.jpg,0,1,train
178.jpg,bcd/images/178.jpg,0,1,train
179.jpg,bcd/images/179.jpg,0,1,val
180.jpg,bcd/images/180.jpg,0,1,train
181.jpg,bcd/images/181.jpg,0,1,test
182.jpg,bcd/images/182.jpg,0,1,train
183.jpg,bcd/images/183.jpg,0,1,test
184.jpg,bcd/images/184.jpg,0,1,train
185.jpg,bcd/images/185.jpg,0,1,train
186.jpg,bcd/images/186.jpg,0,1,train
187.jpg,bcd/images/187.jpg,0,1,train
188.jpg,bcd/images/188.jpg,0,1,train
189.jpg,bcd/images/189.jpg,0,1,train
190.jpg,bcd/images/190.jpg,0,1,val
191.jpg,bcd/images/191.jpg,0,1,train
192.jpg,bcd/images/192.jpg,0,1,train
193.jpg,bcd/images/193.jpg,0,1,test
194.jpg,bcd/images/194.jpg,0,1,train
195.jpg,bcd/images/195.jpg,0,1,train
196.jpg,bcd/images/196.jpg,0,1,train
197.jpg,bcd/images/197.jpg,0,1,train
198.jpg,bcd/images/198.jpg,0,1,train
199.jpg,bcd/images/199.jpg,0,1,train
200.jpg,bcd/images/200.jpg,0,1,val
201.jpg,bcd/images/201.jpg,0,1,train
202.jpg,bcd/images/202.jpg,0,1,train
203.jpg,bcd/images/203.jpg,0,1,train
204.jpg,bcd/images/204.jpg,0,1,val
205.jpg,bcd/images/205.jpg,0,1,train
206.jpg,bcd/images/206.jpg,0,1,train
207.jpg,bcd/images/207.jpg,0,1,train
208.jpg,bcd/images/208.jpg,0,1,train
209.jpg,bcd/images/209.jpg,0,1,test
210.jpg,bcd/images/210.jpg,0,1,train
211.jpg,bcd/images/211.jpg,0,1,train
212.jpg,bcd/images/212.jpg,0,1,train
213.jpg,bcd/images/213.jpg,0,1,train
214.jpg,bcd/images/214.jpg,0,1,train
215.jpg,bcd/images/215.jpg,0,1,train
216.jpg,bcd/images/216.jpg,0,1,train
217.jpg,bcd/images/217.jpg,0,1,train
218.jpg,bcd/images/218.jpg,0,1,train
219.jpg,bcd/images/219.jpg,0,1,train
220.jpg,bcd/images/220.jpg,0,1,train
221.jpg,bcd/images/221.jpg,0,1,train
222.jpg,bcd/images/222.jpg,0,1,test
223.jpg,bcd/images/223.jpg,0,1,train
224.jpg,bcd/images/224.jpg,0,1,train
225.jpg,bcd/images/225.jpg,0,1,train
226.jpg,bcd/images/226.jpg,0,1,train
227.jpg,bcd/images/227.jpg,0,1,train
228.jpg,bcd/images/228.jpg,0,1,train
229.jpg,bcd/images/229.jpg,0,1,train
230.jpg,bcd/images/230.jpg,0,1,test
231.jpg,bcd/images/231.jpg,0,1,train
232.jpg,bcd/images/232.jpg,0,1,train
233.jpg,bcd/images/233.jpg,0,1,train
234.jpg,bcd/images/234.jpg,0,1,train
235.jpg,bcd/images/235.jpg,0,1,train
236.jpg,bcd/images/236.jpg,0,1,train
237.jpg,bcd/images/237.jpg,0,1,train
238.jpg,bcd/images/238.jpg,0,1,test
239.jpg,bcd/images/239.jpg,0,1,train
240.jpg,bcd/images/240.jpg,0,1,train
241.jpg,bcd/images/241.jpg,0,1,train
242.jpg,bcd/images/242.jpg,0,1,train
243.jpg,bcd/images/243.jpg,0,1,train
244.jpg,bcd/images/244.jpg,0,1,train
245.jpg,bcd/images/245.jpg,0,1,train
246.jpg,bcd/images/246.jpg,0,1,test
247.jpg,bcd/images/247.jpg,0,1,train
248.jpg,bcd/images/248.jpg,0,1,train
249.jpg,bcd/images/249.jpg,0,1,train
250.jpg,bcd/images/250.jpg,0,1,test
251.jpg,bcd/images/251.jpg,0,1,train
252.jpg,bcd/images/252.jpg,0,1,train
253.jpg,bcd/images/253.jpg,0,1,train
254.jpg,bcd/images/254.jpg,0,1,val
255.jpg,bcd/images/255.jpg,0,1,train
256.jpg,bcd/images/256.jpg,0,1,train
257.jpg,bcd/images/257.jpg,0,1,train
258.jpg,bcd/images/258.jpg,0,1,train
259.jpg,bcd/images/259.jpg,0,1,val
260.jpg,bcd/images/260.jpg,0,1,val
261.jpg,bcd/images/261.jpg,0,1,train
262.jpg,bcd/images/262.jpg,0,1,train
263.jpg,bcd/images/263.jpg,0,1,train
264.jpg,bcd/images/264.jpg,0,1,train
265.jpg,bcd/images/265.jpg,0,1,train
266.jpg,bcd/images/266.jpg,0,1,train
267.jpg,bcd/images/267.jpg,0,1,train
268.jpg,bcd/images/268.jpg,0,1,train
269.jpg,bcd/images/269.jpg,0,1,train
270.jpg,bcd/images/270.jpg,0,1,train
271.jpg,bcd/images/271.jpg,0,1,train
272.jpg,bcd/images/272.jpg,0,1,train
273.jpg,bcd/images/273.jpg,0,1,train
274.jpg,bcd/images/274.jpg,0,1,train
275.jpg,bcd/images/275.jpg,0,1,train
276.jpg,bcd/images/276.jpg,0,1,train
277.jpg,bcd/images/277.jpg,0,1,train
278.jpg,bcd/images/278.jpg,0,1,train
279.jpg,bcd/images/279.jpg,0,1,train
280.jpg,bcd/images/280.jpg,0,1,train
281.jpg,bcd/images/281.jpg,0,1,train
282.jpg,bcd/images/282.jpg,0,1,train
283.jpg,bcd/images/283.jpg,0,1,train
284.jpg,bcd/images/284.jpg,0,1,train
285.jpg,bcd/images/285.jpg,0,1,train
286.jpg,bcd/images/286.jpg,0,1,train
287.jpg,bcd/images/287.jpg,0,1,test
288.jpg,bcd/images/288.jpg,0,1,train
289.jpg,bcd/images/289.jpg,0,1,train
290.jpg,bcd/images/290.jpg,0,1,train
291.jpg,bcd/images/291.jpg,0,1,train
292.jpg,bcd/images/292.jpg,0,1,train
293.jpg,bcd/images/293.jpg,0,1,train
294.jpg,bcd/images/294.jpg,0,1,train
295.jpg,bcd/images/295.jpg,0,1,val
296.jpg,bcd/images/296.jpg,0,1,train
297.jpg,bcd/images/297.jpg,0,1,train
298.jpg,bcd/images/298.jpg,0,1,train
299.jpg,bcd/images/299.jpg,0,1,train
300.jpg,bcd/images/300.jpg,0,1,train
301.jpg,bcd/images/301.jpg,0,1,train
302.jpg,bcd/images/302.jpg,0,1,train
303.jpg,bcd/images/303.jpg,0,1,train
304.jpg,bcd/images/304.jpg,0,1,train
305.jpg,bcd/images/305.jpg,0,1,train
306.jpg,bcd/images/306.jpg,0,1,train
307.jpg,bcd/images/307.jpg,0,1,train
308.jpg,bcd/images/308.jpg,0,1,train
309.jpg,bcd/images/309.jpg,0,1,train
310.jpg,bcd/images/310.jpg,0,1,train
311.jpg,bcd/images/311.jpg,0,1,test
312.jpg,bcd/images/312.jpg,0,1,train
313.jpg,bcd/images/313.jpg,0,1,test
314.jpg,bcd/images/314.jpg,0,1,train
315.jpg,bcd/images/315.jpg,0,1,train
316.jpg,bcd/images/316.jpg,0,1,train
317.jpg,bcd/images/317.jpg,0,1,train
318.jpg,bcd/images/318.jpg,0,1,train
319.jpg,bcd/images/319.jpg,0,1,train
320.jpg,bcd/images/320.jpg,0,1,train
321.jpg,bcd/images/321.jpg,0,1,train
322.jpg,bcd/images/322.jpg,0,1,train
323.jpg,bcd/images/323.jpg,0,1,train
324.jpg,bcd/images/324.jpg,0,1,train
325.jpg,bcd/images/325.jpg,0,1,train
326.jpg,bcd/images/326.jpg,0,1,train
327.jpg,bcd/images/327.jpg,0,1,train
328.jpg,bcd/images/328.jpg,0,1,test
329.jpg,bcd/images/329.jpg,0,1,train
330.jpg,bcd/images/330.jpg,0,1,train
331.jpg,bcd/images/331.jpg,0,1,val
332.jpg,bcd/images/332.jpg,0,1,train
333.jpg,bcd/images/333.jpg,0,1,train
334.jpg,bcd/images/334.jpg,0,1,val
335.jpg,bcd/images/335.jpg,0,1,train
336.jpg,bcd/images/336.jpg,0,1,train
337.jpg,bcd/images/337.jpg,0,1,train
338.jpg,bcd/images/338.jpg,0,1,train
339.jpg,bcd/images/339.jpg,0,1,train
340.jpg,bcd/images/340.jpg,0,1,train
341.jpg,bcd/images/341.jpg,0,1,train
342.jpg,bcd/images/342.jpg,0,1,val
343.jpg,bcd/images/343.jpg,0,1,train
344.jpg,bcd/images/344.jpg,0,1,train
345.jpg,bcd/images/345.jpg,0,1,train
346.jpg,bcd/images/346.jpg,0,1,val
347.jpg,bcd/images/347.jpg,0,1,train
348.jpg,bcd/images/348.jpg,0,1,train
349.jpg,bcd/images/349.jpg,0,1,train
350.jpg,bcd/images/350.jpg,0,1,val
351.jpg,bcd/images/351.jpg,0,1,train
352.jpg,bcd/images/352.jpg,0,1,train
353.jpg,bcd/images/353.jpg,0,1,train
354.jpg,bcd/images/354.jpg,0,1,train
355.jpg,bcd/images/355.jpg,0,1,train
356.jpg,bcd/images/356.jpg,0,1,train
357.jpg,bcd/images/357.jpg,0,1,train
358.jpg,bcd/images/358.jpg,0,1,train
359.jpg,bcd/images/359.jpg,0,1,train
360.jpg,bcd/images/360.jpg,0,1,train
361.jpg,bcd/images/361.jpg,0,1,test
362.jpg,bcd/images/362.jpg,0,1,train
363.jpg,bcd/images/363.jpg,0,1,train
364.jpg,bcd/images/364.jpg,0,1,val
365.jpg,bcd/images/365.jpg,0,1,train
366.jpg,bcd/images/366.jpg,0,1,train
367.jpg,bcd/images/367.jpg,0,1,train
368.jpg,bcd/images/368.jpg,0,1,test
369.jpg,bcd/images/369.jpg,0,1,train
370.jpg,bcd/images/370.jpg,0,1,val
371.jpg,bcd/images/371.jpg,0,1,train
372.jpg,bcd/images/372.jpg,0,1,train
373.jpg,bcd/images/373.jpg,0,1,train
374.jpg,bcd/images/374.jpg,0,1,train
375.jpg,bcd/images/375.jpg,0,1,train
376.jpg,bcd/images/376.jpg,0,1,train
377.jpg,bcd/images/377.jpg,0,1,train
378.jpg,bcd/images/378.jpg,0,1,train
379.jpg,bcd/images/379.jpg,0,1,train
380.jpg,bcd/images/380.jpg,0,1,train
381.jpg,bcd/images/381.jpg,0,1,test
382.jpg,bcd/images/382.jpg,0,1,train
383.jpg,bcd/images/383.jpg,0,1,train
384.jpg,bcd/images/384.jpg,0,1,train
385.jpg,bcd/images/385.jpg,0,1,train
386.jpg,bcd/images/386.jpg,0,1,train
387.jpg,bcd/images/387.jpg,0,1,train
388.jpg,bcd/images/388.jpg,0,1,train
389.jpg,bcd/images/389.jpg,0,1,train
390.jpg,bcd/images/390.jpg,0,1,train
391.jpg,bcd/images/391.jpg,0,1,train
392.jpg,bcd/images/392.jpg,0,1,train
393.jpg,bcd/images/393.jpg,0,1,train
394.jpg,bcd/images/394.jpg,0,1,train
395.jpg,bcd/images/395.jpg,0,1,train
396.jpg,bcd/images/396.jpg,0,1,train
397.jpg,bcd/images/397.jpg,0,1,val
398.jpg,bcd/images/398.jpg,0,1,train
399.jpg,bcd/images/399.jpg,0,1,train
400.jpg,bcd/images/400.jpg,0,1,train
401.jpg,bcd/images/401.jpg,0,1,train
402.jpg,bcd/images/402.jpg,0,1,train
403.jpg,bcd/images/403.jpg,0,1,train
404.jpg,bcd/images/404.jpg,0,1,train
405.jpg,bcd/images/405.jpg,0,1,train
406.jpg,bcd/images/406.jpg,0,1,train
407.jpg,bcd/images/407.jpg,0,1,train
408.jpg,bcd/images/408.jpg,0,1,train
409.jpg,bcd/images/409.jpg,0,1,train
410.jpg,bcd/images/410.jpg,0,1,train
411.jpg,bcd/images/411.jpg,0,1,train
412.jpg,bcd/images/412.jpg,0,1,train
413.jpg,bcd/images/413.jpg,0,1,train
414.jpg,bcd/images/414.jpg,0,1,train
415.jpg,bcd/images/415.jpg,0,1,train
416.jpg,bcd/images/416.jpg,0,1,train
417.jpg,bcd/images/417.jpg,0,1,test
418.jpg,bcd/images/418.jpg,0,1,train
419.jpg,bcd/images/419.jpg,0,1,train
420.jpg,bcd/images/420.jpg,0,1,train
421.jpg,bcd/images/421.jpg,0,1,train
422.jpg,bcd/images/422.jpg,0,1,train
423.jpg,bcd/images/423.jpg,0,1,train
424.jpg,bcd/images/424.jpg,0,1,train
425.jpg,bcd/images/425.jpg,0,1,val
426.jpg,bcd/images/426.jpg,0,1,train
427.jpg,bcd/images/427.jpg,0,1,train
428.jpg,bcd/images/428.jpg,0,1,val
429.jpg,bcd/images/429.jpg,0,1,train
430.jpg,bcd/images/430.jpg,0,1,train
431.jpg,bcd/images/431.jpg,0,1,train
432.jpg,bcd/images/432.jpg,0,1,train
433.jpg,bcd/images/433.jpg,0,1,train
434.jpg,bcd/images/434.jpg,0,1,train
435.jpg,bcd/images/435.jpg,0,1,train
436.jpg,bcd/images/436.jpg,0,1,train
437.jpg,bcd/images/437.jpg,0,1,train
438.jpg,bcd/images/438.jpg,0,1,train
439.jpg,bcd/images/439.jpg,0,1,train
440.jpg,bcd/images/440.jpg,0,1,train
441.jpg,bcd/images/441.jpg,0,1,train
442.jpg,bcd/images/442.jpg,0,1,train
443.jpg,bcd/images/443.jpg,0,1,train
444.jpg,bcd/images/444.jpg,0,1,train
445.jpg,bcd/images/445.jpg,0,1,train
446.jpg,bcd/images/446.jpg,0,1,train
447.jpg,bcd/images/447.jpg,0,1,train
448.jpg,bcd/images/448.jpg,0,1,train
449.jpg,bcd/images/449.jpg,0,1,train
450.jpg,bcd/images/450.jpg,0,1,train
451.jpg,bcd/images/451.jpg,0,1,train
452.jpg,bcd/images/452.jpg,0,1,train
453.jpg,bcd/images/453.jpg,0,1,train
454.jpg,bcd/images/454.jpg,0,1,train
455.jpg,bcd/images/455.jpg,0,1,train
456.jpg,bcd/images/456.jpg,0,1,train
457.jpg,bcd/images/457.jpg,0,1,train
458.jpg,bcd/images/458.jpg,0,1,train
459.jpg,bcd/images/459.jpg,0,1,train
460.jpg,bcd/images/460.jpg,0,1,train
461.jpg,bcd/images/461.jpg,0,1,train
462.jpg,bcd/images/462.jpg,0,1,test
463.jpg,bcd/images/463.jpg,0,1,train
464.jpg,bcd/images/464.jpg,0,1,test
465.jpg,bcd/images/465.jpg,0,1,train
466.jpg,bcd/images/466.jpg,0,1,train
467.jpg,bcd/images/467.jpg,0,1,train
468.jpg,bcd/images/468.jpg,0,1,train
469.jpg,bcd/images/469.jpg,0,1,train
470.jpg,bcd/images/470.jpg,0,1,train
471.jpg,bcd/images/471.jpg,0,1,train
472.jpg,bcd/images/472.jpg,0,1,train
473.jpg,bcd/images/473.jpg,0,1,val
474.jpg,bcd/images/474.jpg,0,1,train
475.jpg,bcd/images/475.jpg,0,1,train
476.jpg,bcd/images/476.jpg,0,1,train
477.jpg,bcd/images/477.jpg,0,1,train
478.jpg,bcd/images/478.jpg,0,1,train
479.jpg,bcd/images/479.jpg,0,1,train
480.jpg,bcd/images/480.jpg,0,1,train
481.jpg,bcd/images/481.jpg,0,1,train
482.jpg,bcd/images/482.jpg,0,1,train
483.jpg,bcd/images/483.jpg,0,1,val
484.jpg,bcd/images/484.jpg,0,1,val
485.jpg,bcd/images/485.jpg,0,1,train
486.jpg,bcd/images/486.jpg,0,1,train
487.jpg,bcd/images/487.jpg,0,1,train
488.jpg,bcd/images/488.jpg,0,1,train
489.jpg,bcd/images/489.jpg,0,1,val
490.jpg,bcd/images/490.jpg,0,1,train
491.jpg,bcd/images/491.jpg,0,1,train
492.jpg,bcd/images/492.jpg,0,1,test
493.jpg,bcd/images/493.jpg,0,1,train
494.jpg,bcd/images/494.jpg,0,1,train
495.jpg,bcd/images/495.jpg,0,1,train
496.jpg,bcd/images/496.jpg,0,1,train
497.jpg,bcd/images/497.jpg,0,1,train
498.jpg,bcd/images/498.jpg,0,1,train
499.jpg,bcd/images/499.jpg,0,1,train
500.jpg,bcd/images/500.jpg,0,1,train
501.jpg,bcd/images/501.jpg,0,1,train
502.jpg,bcd/images/502.jpg,0,1,train
503.jpg,bcd/images/503.jpg,0,1,train
504.jpg,bcd/images/504.jpg,0,1,train
505.jpg,bcd/images/505.jpg,0,1,train
506.jpg,bcd/images/506.jpg,0,1,train
507.jpg,bcd/images/507.jpg,0,1,train
508.jpg,bcd/images/508.jpg,0,1,train
509.jpg,bcd/images/509.jpg,0,1,train
510.jpg,bcd/images/510.jpg,0,1,train
511.jpg,bcd/images/511.jpg,0,1,train
512.jpg,bcd/images/512.jpg,0,1,val
513.jpg,bcd/images/513.jpg,0,1,train
514.jpg,bcd/images/514.jpg,0,1,train
515.jpg,bcd/images/515.jpg,0,1,train
516.jpg,bcd/images/516.jpg,0,1,train
517.jpg,bcd/images/517.jpg,0,1,train
518.jpg,bcd/images/518.jpg,0,1,val
519.jpg,bcd/images/519.jpg,0,1,train
520.jpg,bcd/images/520.jpg,0,1,train
521.jpg,bcd/images/521.jpg,0,1,train
522.jpg,bcd/images/522.jpg,0,1,test
523.jpg,bcd/images/523.jpg,0,1,train
524.jpg,bcd/images/524.jpg,0,1,train
525.jpg,bcd/images/525.jpg,0,1,train
526.jpg,bcd/images/526.jpg,0,1,train
527.jpg,bcd/images/527.jpg,0,1,train
528.jpg,bcd/images/528.jpg,0,1,train
529.jpg,bcd/images/529.jpg,0,1,val
530.jpg,bcd/images/530.jpg,0,1,train
531.jpg,bcd/images/531.jpg,0,1,train
532.jpg,bcd/images/532.jpg,0,1,train
533.jpg,bcd/images/533.jpg,0,1,train
534.jpg,bcd/images/534.jpg,0,1,train
535.jpg,bcd/images/535.jpg,0,1,train
536.jpg,bcd/images/536.jpg,0,1,train
537.jpg,bcd/images/537.jpg,0,1,train
538.jpg,bcd/images/538.jpg,0,1,train
539.jpg,bcd/images/539.jpg,0,1,val
540.jpg,bcd/images/540.jpg,0,1,train
541.jpg,bcd/images/541.jpg,0,1,test
542.jpg,bcd/images/542.jpg,0,1,train
543.jpg,bcd/images/543.jpg,0,1,train
544.jpg,bcd/images/544.jpg,0,1,train
545.jpg,bcd/images/545.jpg,0,1,train
546.jpg,bcd/images/546.jpg,0,1,train
547.jpg,bcd/images/547.jpg,0,1,train
548.jpg,bcd/images/548.jpg,0,1,train
549.jpg,bcd/images/549.jpg,0,1,train
550.jpg,bcd/images/550.jpg,0,1,train
551.jpg,bcd/images/551.jpg,0,1,test
552.jpg,bcd/images/552.jpg,0,1,train
553.jpg,bcd/images/553.jpg,0,1,train
554.jpg,bcd/images/554.jpg,0,1,train
555.jpg,bcd/images/555.jpg,0,1,train
556.jpg,bcd/images/556.jpg,0,1,train
557.jpg,bcd/images/557.jpg,0,1,test
558.jpg,bcd/images/558.jpg,0,1,train
559.jpg,bcd/images/559.jpg,0,1,train
560.jpg,bcd/images/560.jpg,0,1,train
561.jpg,bcd/images/561.jpg,0,1,train
562.jpg,bcd/images/562.jpg,0,1,train
563.jpg,bcd/images/563.jpg,0,1,train
564.jpg,bcd/images/564.jpg,0,1,train
565.jpg,bcd/images/565.jpg,0,1,train
566.jpg,bcd/images/566.jpg,0,1,train
567.jpg,bcd/images/567.jpg,0,1,train
568.jpg,bcd/images/568.jpg,0,1,train
569.jpg,bcd/images/569.jpg,0,1,train
570.jpg,bcd/images/570.jpg,0,1,train
571.jpg,bcd/images/571.jpg,0,1,train
572.jpg,bcd/images/572.jpg,0,1,train
573.jpg,bcd/images/573.jpg,0,1,train
574.jpg,bcd/images/574.jpg,0,1,train
575.jpg,bcd/images/575.jpg,0,1,test
576.jpg,bcd/images/576.jpg,0,1,test
577.jpg,bcd/images/577.jpg,0,1,train
578.jpg,bcd/images/578.jpg,0,1,train
579.jpg,bcd/images/579.jpg,0,1,train
580.jpg,bcd/images/580.jpg,0,1,train
581.jpg,bcd/images/581.jpg,0,1,train
